ProcessLevel	Parent_processName	ProcessID	ProcessName	Symbol
-1		MBCO:Background	Background genes	CHI3L1
-1		MBCO:Background	Background genes	CHI3L2
-1		MBCO:Background	Background genes	CHIA
-1		MBCO:Background	Background genes	CHIC1
-1		MBCO:Background	Background genes	CHIC2
-1		MBCO:Background	Background genes	CHIT1
-1		MBCO:Background	Background genes	CHKA
-1		MBCO:Background	Background genes	CHKB
-1		MBCO:Background	Background genes	CHL1
-1		MBCO:Background	Background genes	CHM
-1		MBCO:Background	Background genes	CHML
-1		MBCO:Background	Background genes	CHMP1A
-1		MBCO:Background	Background genes	CHMP1B
-1		MBCO:Background	Background genes	CHMP2A
-1		MBCO:Background	Background genes	CHMP2B
-1		MBCO:Background	Background genes	CHMP3
-1		MBCO:Background	Background genes	CHMP4A
-1		MBCO:Background	Background genes	CHMP4B
-1		MBCO:Background	Background genes	CHMP4C
-1		MBCO:Background	Background genes	CHMP5
-1		MBCO:Background	Background genes	CHMP6
-1		MBCO:Background	Background genes	CHMP7
-1		MBCO:Background	Background genes	CHN1
-1		MBCO:Background	Background genes	CHN2
-1		MBCO:Background	Background genes	CHNG3
-1		MBCO:Background	Background genes	CHP1
-1		MBCO:Background	Background genes	CHP2
-1		MBCO:Background	Background genes	CHPF
-1		MBCO:Background	Background genes	CHR
-1		MBCO:Background	Background genes	CHRAC1
-1		MBCO:Background	Background genes	CHRD
-1		MBCO:Background	Background genes	CHRDL1
-1		MBCO:Background	Background genes	CHRDL2
-1		MBCO:Background	Background genes	CHRM1
-1		MBCO:Background	Background genes	CHRM2
-1		MBCO:Background	Background genes	CHRM3
-1		MBCO:Background	Background genes	CHRM4
-1		MBCO:Background	Background genes	CHRM5
-1		MBCO:Background	Background genes	CHRNA1
-1		MBCO:Background	Background genes	CHRNA10
-1		MBCO:Background	Background genes	CHRNA2
-1		MBCO:Background	Background genes	CHRNA3
-1		MBCO:Background	Background genes	CHRNA4
-1		MBCO:Background	Background genes	CHRNA5
-1		MBCO:Background	Background genes	CHRNA6
-1		MBCO:Background	Background genes	CHRNA9
-1		MBCO:Background	Background genes	CHRNB2
-1		MBCO:Background	Background genes	CHRNB4
-1		MBCO:Background	Background genes	CHRND
-1		MBCO:Background	Background genes	CHRNE
-1		MBCO:Background	Background genes	CHST1
-1		MBCO:Background	Background genes	CHST10
-1		MBCO:Background	Background genes	CHST11
-1		MBCO:Background	Background genes	CHST12
-1		MBCO:Background	Background genes	CHST14
-1		MBCO:Background	Background genes	CHST15
-1		MBCO:Background	Background genes	CHST2
-1		MBCO:Background	Background genes	CHST3
-1		MBCO:Background	Background genes	CHST4
-1		MBCO:Background	Background genes	CHST5
-1		MBCO:Background	Background genes	CHST6
-1		MBCO:Background	Background genes	CHST7
-1		MBCO:Background	Background genes	CHST8
-1		MBCO:Background	Background genes	CHSY1
-1		MBCO:Background	Background genes	CHSY3
-1		MBCO:Background	Background genes	CHTF18
-1		MBCO:Background	Background genes	CHTF8
-1		MBCO:Background	Background genes	CHTF8P1
-1		MBCO:Background	Background genes	CHTOP
-1		MBCO:Background	Background genes	CHUK
-1		MBCO:Background	Background genes	CIAO1
-1		MBCO:Background	Background genes	CIAPIN1
-1		MBCO:Background	Background genes	CIART
-1		MBCO:Background	Background genes	CIB1
-1		MBCO:Background	Background genes	CIB2
-1		MBCO:Background	Background genes	CIB3
-1		MBCO:Background	Background genes	CIB4
-1		MBCO:Background	Background genes	CIC
-1		MBCO:Background	Background genes	CIDEA
-1		MBCO:Background	Background genes	CIDEB
-1		MBCO:Background	Background genes	CIDEC
-1		MBCO:Background	Background genes	CIITA
-1		MBCO:Background	Background genes	CILP
-1		MBCO:Background	Background genes	CILP2
-1		MBCO:Background	Background genes	CINN
-1		MBCO:Background	Background genes	CINP
-1		MBCO:Background	Background genes	CIPC
-1		MBCO:Background	Background genes	CIRBP
-1		MBCO:Background	Background genes	CISD1
-1		MBCO:Background	Background genes	CISD2
-1		MBCO:Background	Background genes	CISH
-1		MBCO:Background	Background genes	CIT
-1		MBCO:Background	Background genes	CITED1
-1		MBCO:Background	Background genes	CITED2
-1		MBCO:Background	Background genes	CITED4
-1		MBCO:Background	Background genes	CIZ1
-1		MBCO:Background	Background genes	CKAP2
-1		MBCO:Background	Background genes	CKAP2L
-1		MBCO:Background	Background genes	CKAP4
-1		MBCO:Background	Background genes	CKAP5
-1		MBCO:Background	Background genes	CKB
-1		MBCO:Background	Background genes	CKLF
-1		MBCO:Background	Background genes	CKM
-1		MBCO:Background	Background genes	CKMT2
-1		MBCO:Background	Background genes	CKS1B
-1		MBCO:Background	Background genes	CKS2
-1		MBCO:Background	Background genes	CLA3
-1		MBCO:Background	Background genes	CLAM
-1		MBCO:Background	Background genes	CLASP1
-1		MBCO:Background	Background genes	CLASP2
-1		MBCO:Background	Background genes	CLC
-1		MBCO:Background	Background genes	CLCA1
-1		MBCO:Background	Background genes	CLCA2
-1		MBCO:Background	Background genes	CLCA3P
-1		MBCO:Background	Background genes	CLCA4
-1		MBCO:Background	Background genes	CLCC1
-1		MBCO:Background	Background genes	CLCF1
-1		MBCO:Background	Background genes	CLCN1
-1		MBCO:Background	Background genes	CLCN2
-1		MBCO:Background	Background genes	CLCN3
-1		MBCO:Background	Background genes	CLCN4
-1		MBCO:Background	Background genes	CLCN5
-1		MBCO:Background	Background genes	CLCN6
-1		MBCO:Background	Background genes	CLCN7
-1		MBCO:Background	Background genes	CLCNKB
-1		MBCO:Background	Background genes	CLDN1
-1		MBCO:Background	Background genes	CLDN10
-1		MBCO:Background	Background genes	CLDN11
-1		MBCO:Background	Background genes	CLDN12
-1		MBCO:Background	Background genes	CLDN14
-1		MBCO:Background	Background genes	CLDN15
-1		MBCO:Background	Background genes	CLDN16
-1		MBCO:Background	Background genes	CLDN17
-1		MBCO:Background	Background genes	CLDN18
-1		MBCO:Background	Background genes	CLDN19
-1		MBCO:Background	Background genes	CLDN2
-1		MBCO:Background	Background genes	CLDN23
-1		MBCO:Background	Background genes	CLDN24
-1		MBCO:Background	Background genes	CLDN3
-1		MBCO:Background	Background genes	CLDN4
-1		MBCO:Background	Background genes	CLDN5
-1		MBCO:Background	Background genes	CLDN6
-1		MBCO:Background	Background genes	CLDN7
-1		MBCO:Background	Background genes	CLDN8
-1		MBCO:Background	Background genes	CLDN9
-1		MBCO:Background	Background genes	CLDND1
-1		MBCO:Background	Background genes	CLEC10A
-1		MBCO:Background	Background genes	CLEC12A
-1		MBCO:Background	Background genes	CLEC12B
-1		MBCO:Background	Background genes	CLEC14A
-1		MBCO:Background	Background genes	CLEC16A
-1		MBCO:Background	Background genes	CLEC2A
-1		MBCO:Background	Background genes	CLEC2D
-1		MBCO:Background	Background genes	CLEC3B
-1		MBCO:Background	Background genes	CLEC4A
-1		MBCO:Background	Background genes	CLEC4C
-1		MBCO:Background	Background genes	CLEC4D
-1		MBCO:Background	Background genes	CLEC4E
-1		MBCO:Background	Background genes	CLEC4F
-1		MBCO:Background	Background genes	CLEC4M
-1		MBCO:Background	Background genes	CLEC5A
-1		MBCO:Background	Background genes	CLEC6A
-1		MBCO:Background	Background genes	CLEC7A
-1		MBCO:Background	Background genes	CLEC9A
-1		MBCO:Background	Background genes	CLGN
-1		MBCO:Background	Background genes	CLIC1
-1		MBCO:Background	Background genes	CLIC2
-1		MBCO:Background	Background genes	CLIC3
-1		MBCO:Background	Background genes	CLIC4
-1		MBCO:Background	Background genes	CLIC5
-1		MBCO:Background	Background genes	CLIC6
-1		MBCO:Background	Background genes	CLINT1
-1		MBCO:Background	Background genes	CLIP1
-1		MBCO:Background	Background genes	CLIP2
-1		MBCO:Background	Background genes	CLK3
-1		MBCO:Background	Background genes	CLK4
-1		MBCO:Background	Background genes	CLMN
-1		MBCO:Background	Background genes	CLMP
-1		MBCO:Background	Background genes	CLN3
-1		MBCO:Background	Background genes	CLN5
-1		MBCO:Background	Background genes	CLN6
-1		MBCO:Background	Background genes	CLN8
-1		MBCO:Background	Background genes	CLN9
-1		MBCO:Background	Background genes	CLNK
-1		MBCO:Background	Background genes	CLNS1A
-1		MBCO:Background	Background genes	CLOCK
-1		MBCO:Background	Background genes	CLP1
-1		MBCO:Background	Background genes	CLPB
-1		MBCO:Background	Background genes	CLPP
-1		MBCO:Background	Background genes	CLPSL1
-1		MBCO:Background	Background genes	CLPTM1
-1		MBCO:Background	Background genes	CLPTM1L
-1		MBCO:Background	Background genes	CLPX
-1		MBCO:Background	Background genes	CLRN1
-1		MBCO:Background	Background genes	CLSPN
-1		MBCO:Background	Background genes	CLSTN1
-1		MBCO:Background	Background genes	CLTA
-1		MBCO:Background	Background genes	CLTB
-1		MBCO:Background	Background genes	CLTC
-1		MBCO:Background	Background genes	CLTCL1
-1		MBCO:Background	Background genes	CLU
-1		MBCO:Background	Background genes	CLUAP1
-1		MBCO:Background	Background genes	CLVS1
-1		MBCO:Background	Background genes	CLVS2
-1		MBCO:Background	Background genes	CLYBL
-1		MBCO:Background	Background genes	CMA1
-1		MBCO:Background	Background genes	CMAHP
-1		MBCO:Background	Background genes	CMBL
-1		MBCO:Background	Background genes	CMD1B
-1		MBCO:Background	Background genes	CMIP
-1		MBCO:Background	Background genes	CMKLR1
-1		MBCO:Background	Background genes	CMM
-1		MBCO:Background	Background genes	CMPK2
-1		MBCO:Background	Background genes	CMT2B
-1		MBCO:Background	Background genes	CMTM2
-1		MBCO:Background	Background genes	CMTM5
-1		MBCO:Background	Background genes	CMTM6
-1		MBCO:Background	Background genes	CMTM7
-1		MBCO:Background	Background genes	CMTM8
-1		MBCO:Background	Background genes	CMTR1
-1		MBCO:Background	Background genes	CMTR2
-1		MBCO:Background	Background genes	CMTS
-1		MBCO:Background	Background genes	CMYA5
-1		MBCO:Background	Background genes	CNA1
-1		MBCO:Background	Background genes	CNBD1
-1		MBCO:Background	Background genes	CNBD2
-1		MBCO:Background	Background genes	CNBP
-1		MBCO:Background	Background genes	CNDP1
-1		MBCO:Background	Background genes	CNDP2
-1		MBCO:Background	Background genes	CNGA1
-1		MBCO:Background	Background genes	CNGA2
-1		MBCO:Background	Background genes	CNGA3
-1		MBCO:Background	Background genes	CNGA4
-1		MBCO:Background	Background genes	CNGB1
-1		MBCO:Background	Background genes	CNGB3
-1		MBCO:Background	Background genes	CNIH2
-1		MBCO:Background	Background genes	CNIH4
-1		MBCO:Background	Background genes	CNKSR1
-1		MBCO:Background	Background genes	CNKSR2
-1		MBCO:Background	Background genes	CNN1
-1		MBCO:Background	Background genes	CNN2
-1		MBCO:Background	Background genes	CNN3
-1		MBCO:Background	Background genes	CNOT1
-1		MBCO:Background	Background genes	CNOT10
-1		MBCO:Background	Background genes	CNOT11
-1		MBCO:Background	Background genes	CNOT2
-1		MBCO:Background	Background genes	CNOT3
-1		MBCO:Background	Background genes	CNOT4
-1		MBCO:Background	Background genes	CNOT6
-1		MBCO:Background	Background genes	CNOT6L
-1		MBCO:Background	Background genes	CNOT7
-1		MBCO:Background	Background genes	CNOT8
-1		MBCO:Background	Background genes	CNP
-1		MBCO:Background	Background genes	CNPY3
-1		MBCO:Background	Background genes	CNPY4
-1		MBCO:Background	Background genes	CNR1
-1		MBCO:Background	Background genes	CNR2
-1		MBCO:Background	Background genes	CNRIP1
-1		MBCO:Background	Background genes	CNTF
-1		MBCO:Background	Background genes	CNTFR
-1		MBCO:Background	Background genes	CNTLN
-1		MBCO:Background	Background genes	CNTN1
-1		MBCO:Background	Background genes	CNTN2
-1		MBCO:Background	Background genes	CNTN3
-1		MBCO:Background	Background genes	CNTN4
-1		MBCO:Background	Background genes	CNTN5
-1		MBCO:Background	Background genes	CNTN6
-1		MBCO:Background	Background genes	CNTNAP1
-1		MBCO:Background	Background genes	CNTNAP2
-1		MBCO:Background	Background genes	CNTNAP4
-1		MBCO:Background	Background genes	CNTRL
-1		MBCO:Background	Background genes	CNTROB
-1		MBCO:Background	Background genes	COA3
-1		MBCO:Background	Background genes	COA7
-1		MBCO:Background	Background genes	COASY
-1		MBCO:Background	Background genes	COBL
-1		MBCO:Background	Background genes	COCH
-1		MBCO:Background	Background genes	COG1
-1		MBCO:Background	Background genes	COG2
-1		MBCO:Background	Background genes	COG3
-1		MBCO:Background	Background genes	COG4
-1		MBCO:Background	Background genes	COG5
-1		MBCO:Background	Background genes	COG6
-1		MBCO:Background	Background genes	COG7
-1		MBCO:Background	Background genes	COG8
-1		MBCO:Background	Background genes	COHEN1
-1		MBCO:Background	Background genes	COHEN2
-1		MBCO:Background	Background genes	COIL
-1		MBCO:Background	Background genes	COL10A1
-1		MBCO:Background	Background genes	COL11A1
-1		MBCO:Background	Background genes	COL11A2
-1		MBCO:Background	Background genes	COL12A1
-1		MBCO:Background	Background genes	COL14A1
-1		MBCO:Background	Background genes	COL15A1
-1		MBCO:Background	Background genes	COL16A1
-1		MBCO:Background	Background genes	COL17A1
-1		MBCO:Background	Background genes	COL18A1
-1		MBCO:Background	Background genes	COL19A1
-1		MBCO:Background	Background genes	COL1A1
-1		MBCO:Background	Background genes	COL1A2
-1		MBCO:Background	Background genes	COL20A1
-1		MBCO:Background	Background genes	COL21A1
-1		MBCO:Background	Background genes	COL22A1
-1		MBCO:Background	Background genes	COL23A1
-1		MBCO:Background	Background genes	COL24A1
-1		MBCO:Background	Background genes	COL25A1
-1		MBCO:Background	Background genes	COL27A1
-1		MBCO:Background	Background genes	COL2A1
-1		MBCO:Background	Background genes	COL3A1
-1		MBCO:Background	Background genes	COL4A1
-1		MBCO:Background	Background genes	COL4A2
-1		MBCO:Background	Background genes	COL4A3
-1		MBCO:Background	Background genes	COL4A3BP
-1		MBCO:Background	Background genes	COL4A4
-1		MBCO:Background	Background genes	COL4A5
-1		MBCO:Background	Background genes	COL4A6
-1		MBCO:Background	Background genes	COL5A1
-1		MBCO:Background	Background genes	COL5A2
-1		MBCO:Background	Background genes	COL5A3
-1		MBCO:Background	Background genes	COL6A1
-1		MBCO:Background	Background genes	COL6A2
-1		MBCO:Background	Background genes	COL6A3
-1		MBCO:Background	Background genes	COL6A4P1
-1		MBCO:Background	Background genes	COL7A1
-1		MBCO:Background	Background genes	COL8A1
-1		MBCO:Background	Background genes	COL8A2
-1		MBCO:Background	Background genes	COL9A1
-1		MBCO:Background	Background genes	COL9A2
-1		MBCO:Background	Background genes	COL9A3
-1		MBCO:Background	Background genes	COLCA1
-1		MBCO:Background	Background genes	COLCA2
-1		MBCO:Background	Background genes	COLEC10
-1		MBCO:Background	Background genes	COLEC11
-1		MBCO:Background	Background genes	COLEC12
-1		MBCO:Background	Background genes	COLGALT1
-1		MBCO:Background	Background genes	COLGALT2
-1		MBCO:Background	Background genes	COLQ
-1		MBCO:Background	Background genes	COMMD1
-1		MBCO:Background	Background genes	COMMD7
-1		MBCO:Background	Background genes	COMMD9
-1		MBCO:Background	Background genes	COMP
-1		MBCO:Background	Background genes	COMT
-1		MBCO:Background	Background genes	COPA
-1		MBCO:Background	Background genes	COPB1
-1		MBCO:Background	Background genes	COPB2
-1		MBCO:Background	Background genes	COPE
-1		MBCO:Background	Background genes	COPG1
-1		MBCO:Background	Background genes	COPG2
-1		MBCO:Background	Background genes	COPG2IT1
-1		MBCO:Background	Background genes	COPRS
-1		MBCO:Background	Background genes	COPS2
-1		MBCO:Background	Background genes	COPS3
-1		MBCO:Background	Background genes	COPS4
-1		MBCO:Background	Background genes	COPS5
-1		MBCO:Background	Background genes	COPS6
-1		MBCO:Background	Background genes	COPS7A
-1		MBCO:Background	Background genes	COPS7B
-1		MBCO:Background	Background genes	COPS8
-1		MBCO:Background	Background genes	COPZ1
-1		MBCO:Background	Background genes	COPZ2
-1		MBCO:Background	Background genes	COQ2
-1		MBCO:Background	Background genes	COQ3
-1		MBCO:Background	Background genes	COQ5
-1		MBCO:Background	Background genes	COQ6
-1		MBCO:Background	Background genes	COQ7
-1		MBCO:Background	Background genes	COQ9
-1		MBCO:Background	Background genes	CORD1
-1		MBCO:Background	Background genes	CORIN
-1		MBCO:Background	Background genes	CORO1A
-1		MBCO:Background	Background genes	CORO2A
-1		MBCO:Background	Background genes	CORO6
-1		MBCO:Background	Background genes	CORO7
-1		MBCO:Background	Background genes	CORT
-1		MBCO:Background	Background genes	COTL1
-1		MBCO:Background	Background genes	COX1
-1		MBCO:Background	Background genes	COX10
-1		MBCO:Background	Background genes	COX15
-1		MBCO:Background	Background genes	COX17
-1		MBCO:Background	Background genes	COX19
-1		MBCO:Background	Background genes	COX2
-1		MBCO:Background	Background genes	COX3
-1		MBCO:Background	Background genes	COX4I1
-1		MBCO:Background	Background genes	COX4I2
-1		MBCO:Background	Background genes	COX5A
-1		MBCO:Background	Background genes	COX5B
-1		MBCO:Background	Background genes	COX6A2
-1		MBCO:Background	Background genes	COX6B1
-1		MBCO:Background	Background genes	COX6B2
-1		MBCO:Background	Background genes	COX6C
-1		MBCO:Background	Background genes	COX7A1
-1		MBCO:Background	Background genes	COX7A2
-1		MBCO:Background	Background genes	COX7A2L
-1		MBCO:Background	Background genes	COX7B
-1		MBCO:Background	Background genes	COX7C
-1		MBCO:Background	Background genes	COX8A
-1		MBCO:Background	Background genes	COX8BP
-1		MBCO:Background	Background genes	CP
-1		MBCO:Background	Background genes	CP20
-1		MBCO:Background	Background genes	CPA1
-1		MBCO:Background	Background genes	CPA3
-1		MBCO:Background	Background genes	CPA5
-1		MBCO:Background	Background genes	CPA6
-1		MBCO:Background	Background genes	CPB1
-1		MBCO:Background	Background genes	CPB2
-1		MBCO:Background	Background genes	CPD
-1		MBCO:Background	Background genes	CPE
-1		MBCO:Background	Background genes	CPEB1
-1		MBCO:Background	Background genes	CPEB2
-1		MBCO:Background	Background genes	CPEB3
-1		MBCO:Background	Background genes	CPEB4
-1		MBCO:Background	Background genes	CPLX1
-1		MBCO:Background	Background genes	CPLX2
-1		MBCO:Background	Background genes	CPLX3
-1		MBCO:Background	Background genes	CPLX4
-1		MBCO:Background	Background genes	CPM
-1		MBCO:Background	Background genes	CPN1
-1		MBCO:Background	Background genes	CPN2
-1		MBCO:Background	Background genes	CPNE1
-1		MBCO:Background	Background genes	CPOX
-1		MBCO:Background	Background genes	CPP
-1		MBCO:Background	Background genes	CPQ
-1		MBCO:Background	Background genes	CPS1
-1		MBCO:Background	Background genes	CPSF1
-1		MBCO:Background	Background genes	CPSF2
-1		MBCO:Background	Background genes	CPSF3
-1		MBCO:Background	Background genes	CPSF3L
-1		MBCO:Background	Background genes	CPSF4
-1		MBCO:Background	Background genes	CPSF6
-1		MBCO:Background	Background genes	CPT1A
-1		MBCO:Background	Background genes	CPT1B
-1		MBCO:Background	Background genes	CPT1C
-1		MBCO:Background	Background genes	CPT2
-1		MBCO:Background	Background genes	CPTP
-1		MBCO:Background	Background genes	CPVL
-1		MBCO:Background	Background genes	CPZ
-1		MBCO:Background	Background genes	CR1
-1		MBCO:Background	Background genes	CR1L
-1		MBCO:Background	Background genes	CR2
-1		MBCO:Background	Background genes	CRABP1
-1		MBCO:Background	Background genes	CRABP2
-1		MBCO:Background	Background genes	CRADD
-1		MBCO:Background	Background genes	CRAT
-1		MBCO:Background	Background genes	CRB1
-1		MBCO:Background	Background genes	CRB2
-1		MBCO:Background	Background genes	CRB3
-1		MBCO:Background	Background genes	CRBN
-1		MBCO:Background	Background genes	CRCL
-1		MBCO:Background	Background genes	CRCP
-1		MBCO:Background	Background genes	CREB1
-1		MBCO:Background	Background genes	CREB3
-1		MBCO:Background	Background genes	CREB3L1
-1		MBCO:Background	Background genes	CREB3L2
-1		MBCO:Background	Background genes	CREB3L3
-1		MBCO:Background	Background genes	CREB3L4
-1		MBCO:Background	Background genes	CREB5
-1		MBCO:Background	Background genes	CREBBP
-1		MBCO:Background	Background genes	CREBZF
-1		MBCO:Background	Background genes	CREG1
-1		MBCO:Background	Background genes	CREG2
-1		MBCO:Background	Background genes	CRELD1
-1		MBCO:Background	Background genes	CRELD2
-1		MBCO:Background	Background genes	CREM
-1		MBCO:Background	Background genes	CRH
-1		MBCO:Background	Background genes	CRHBP
-1		MBCO:Background	Background genes	CRHR1
-1		MBCO:Background	Background genes	CRHR2
-1		MBCO:Background	Background genes	CRIM1
-1		MBCO:Background	Background genes	CRIP2
-1		MBCO:Background	Background genes	CRIPT
-1		MBCO:Background	Background genes	CRISP1
-1		MBCO:Background	Background genes	CRISP2
-1		MBCO:Background	Background genes	CRISP3
-1		MBCO:Background	Background genes	CRISPLD2
-1		MBCO:Background	Background genes	CRK
-1		MBCO:Background	Background genes	CRKL
-1		MBCO:Background	Background genes	CRLF1
-1		MBCO:Background	Background genes	CRLF2
-1		MBCO:Background	Background genes	CRLF3
-1		MBCO:Background	Background genes	CRLS1
-1		MBCO:Background	Background genes	CRMP1
-1		MBCO:Background	Background genes	CRNDE
-1		MBCO:Background	Background genes	CRNN
-1		MBCO:Background	Background genes	CROCC
-1		MBCO:Background	Background genes	CROT
-1		MBCO:Background	Background genes	CRTAC1
-1		MBCO:Background	Background genes	CRTAM
-1		MBCO:Background	Background genes	CRTAP
-1		MBCO:Background	Background genes	CRTC1
-1		MBCO:Background	Background genes	CRTC2
-1		MBCO:Background	Background genes	CRTC3
-1		MBCO:Background	Background genes	CRX
-1		MBCO:Background	Background genes	CRY1
-1		MBCO:Background	Background genes	CRY2
-1		MBCO:Background	Background genes	CRYAA
-1		MBCO:Background	Background genes	CRYAB
-1		MBCO:Background	Background genes	CRYBA1
-1		MBCO:Background	Background genes	CRYBB2
-1		MBCO:Background	Background genes	CRYGC
-1		MBCO:Background	Background genes	CRYGD
-1		MBCO:Background	Background genes	CRYGS
-1		MBCO:Background	Background genes	CRYL1
-1		MBCO:Background	Background genes	CRYM
-1		MBCO:Background	Background genes	CRYZ
-1		MBCO:Background	Background genes	CS
-1		MBCO:Background	Background genes	CSAD
-1		MBCO:Background	Background genes	CSAG2
-1		MBCO:Background	Background genes	CSDE1
-1		MBCO:Background	Background genes	CSE1L
-1		MBCO:Background	Background genes	CSF1
-1		MBCO:Background	Background genes	CSF1R
-1		MBCO:Background	Background genes	CSF2
-1		MBCO:Background	Background genes	CSF2RA
-1		MBCO:Background	Background genes	CSF2RB
-1		MBCO:Background	Background genes	CSF3
-1		MBCO:Background	Background genes	CSF3R
-1		MBCO:Background	Background genes	CSGALNACT1
-1		MBCO:Background	Background genes	CSGALNACT2
-1		MBCO:Background	Background genes	CSH1
-1		MBCO:Background	Background genes	CSH2
-1		MBCO:Background	Background genes	CSK
-1		MBCO:Background	Background genes	CSMD1
-1		MBCO:Background	Background genes	CSMD2
-1		MBCO:Background	Background genes	CSMD3
-1		MBCO:Background	Background genes	CSN1S1
-1		MBCO:Background	Background genes	CSN2
-1		MBCO:Background	Background genes	CSN3
-1		MBCO:Background	Background genes	CSNK1A1
-1		MBCO:Background	Background genes	CSNK1D
-1		MBCO:Background	Background genes	CSNK1E
-1		MBCO:Background	Background genes	CSNK1G3
-1		MBCO:Background	Background genes	CSNK2A1
-1		MBCO:Background	Background genes	CSNK2A2
-1		MBCO:Background	Background genes	CSPG4
-1		MBCO:Background	Background genes	CSPG5
-1		MBCO:Background	Background genes	CSPP1
-1		MBCO:Background	Background genes	CSRNP1
-1		MBCO:Background	Background genes	CSRP1
-1		MBCO:Background	Background genes	CSRP2
-1		MBCO:Background	Background genes	CSRP2BP
-1		MBCO:Background	Background genes	CSRP3
-1		MBCO:Background	Background genes	CST1
-1		MBCO:Background	Background genes	CST3
-1		MBCO:Background	Background genes	CST4
-1		MBCO:Background	Background genes	CST5
-1		MBCO:Background	Background genes	CST7
-1		MBCO:Background	Background genes	CST8
-1		MBCO:Background	Background genes	CST9
-1		MBCO:Background	Background genes	CSTA
-1		MBCO:Background	Background genes	CSTB
-1		MBCO:Background	Background genes	CSTF1
-1		MBCO:Background	Background genes	CSTF2
-1		MBCO:Background	Background genes	CSTF2T
-1		MBCO:Background	Background genes	CSTF3
-1		MBCO:Background	Background genes	CSTP1
-1		MBCO:Background	Background genes	CSTP2
-1		MBCO:Background	Background genes	CT83
-1		MBCO:Background	Background genes	CTAG1B
-1		MBCO:Background	Background genes	CTAG2
-1		MBCO:Background	Background genes	CTAGE5
-1		MBCO:Background	Background genes	CTBP1
-1		MBCO:Background	Background genes	CTBP2
-1		MBCO:Background	Background genes	CTBS
-1		MBCO:Background	Background genes	CTC1
-1		MBCO:Background	Background genes	CTCF
-1		MBCO:Background	Background genes	CTCFL
-1		MBCO:Background	Background genes	CTDNEP1
-1		MBCO:Background	Background genes	CTDP1
-1		MBCO:Background	Background genes	CTDSP1
-1		MBCO:Background	Background genes	CTDSP2
-1		MBCO:Background	Background genes	CTDSPL
-1		MBCO:Background	Background genes	CTDSPL2
-1		MBCO:Background	Background genes	CTF1
-1		MBCO:Background	Background genes	CTF2P
-1		MBCO:Background	Background genes	CTGF
-1		MBCO:Background	Background genes	CTHRC1
-1		MBCO:Background	Background genes	CTIF
-1		MBCO:Background	Background genes	CTLA4
-1		MBCO:Background	Background genes	CTNNA1
-1		MBCO:Background	Background genes	CTNNA2
-1		MBCO:Background	Background genes	CTNNA3
-1		MBCO:Background	Background genes	CTNNAL1
-1		MBCO:Background	Background genes	CTNNB1
-1		MBCO:Background	Background genes	CTNNBIP1
-1		MBCO:Background	Background genes	CTNNBL1
-1		MBCO:Background	Background genes	CTNND1
-1		MBCO:Background	Background genes	CTNND2
-1		MBCO:Background	Background genes	CTPP
-1		MBCO:Background	Background genes	CTPS1
-1		MBCO:Background	Background genes	CTPS2
-1		MBCO:Background	Background genes	CTR9
-1		MBCO:Background	Background genes	CTRB1
-1		MBCO:Background	Background genes	CTRB2
-1		MBCO:Background	Background genes	CTRC
-1		MBCO:Background	Background genes	CTRCT28
-1		MBCO:Background	Background genes	CTRCT29
-1		MBCO:Background	Background genes	CTRL
-1		MBCO:Background	Background genes	CTSA
-1		MBCO:Background	Background genes	CTSB
-1		MBCO:Background	Background genes	CTSC
-1		MBCO:Background	Background genes	CTSD
-1		MBCO:Background	Background genes	CTSE
-1		MBCO:Background	Background genes	CTSF
-1		MBCO:Background	Background genes	CTSG
-1		MBCO:Background	Background genes	CTSH
-1		MBCO:Background	Background genes	CTSK
-1		MBCO:Background	Background genes	CTSL
-1		MBCO:Background	Background genes	CTSO
-1		MBCO:Background	Background genes	CTSS
-1		MBCO:Background	Background genes	CTSV
-1		MBCO:Background	Background genes	CTSW
-1		MBCO:Background	Background genes	CTSZ
-1		MBCO:Background	Background genes	CTTN
-1		MBCO:Background	Background genes	CTTNBP2
-1		MBCO:Background	Background genes	CTTNBP2NL
-1		MBCO:Background	Background genes	CTU1
-1		MBCO:Background	Background genes	CTU2
-1		MBCO:Background	Background genes	CUBN
-1		MBCO:Background	Background genes	CUEDC2
-1		MBCO:Background	Background genes	CUL1
-1		MBCO:Background	Background genes	CUL2
-1		MBCO:Background	Background genes	CUL3
-1		MBCO:Background	Background genes	CUL4A
-1		MBCO:Background	Background genes	CUL4B
-1		MBCO:Background	Background genes	CUL5
-1		MBCO:Background	Background genes	CUL7
-1		MBCO:Background	Background genes	CUL9
-1		MBCO:Background	Background genes	CUX1
-1		MBCO:Background	Background genes	CUX2
-1		MBCO:Background	Background genes	CUZD1
-1		MBCO:Background	Background genes	CWC15
-1		MBCO:Background	Background genes	CWC22
-1		MBCO:Background	Background genes	CWC25
-1		MBCO:Background	Background genes	CX3CL1
-1		MBCO:Background	Background genes	CX3CR1
-1		MBCO:Background	Background genes	CXADR
-1		MBCO:Background	Background genes	CXCL1
-1		MBCO:Background	Background genes	CXCL10
-1		MBCO:Background	Background genes	CXCL11
-1		MBCO:Background	Background genes	CXCL12
-1		MBCO:Background	Background genes	CXCL13
-1		MBCO:Background	Background genes	CXCL14
-1		MBCO:Background	Background genes	CXCL16
