Ontology	Scp	Target_gene_symbol	Organism	ReadWrite_references
Custom_transmembrane_transport	Sodium B2L by symporter	SLC38A2	Homo_sapiens	GeneCards-online-2021May22;PMID: 24692143
Custom_transmembrane_transport	Sodium B2L by symporter	SLC38A3	Homo_sapiens	GeneCards-online-2021May22;PMID: 24692143
Custom_transmembrane_transport	Sodium B2L by symporter	SLC38A4	Homo_sapiens	GeneCards-online-2021May22;PMID: 24692143
Custom_transmembrane_transport	Sodium B2L by symporter	SLC38A5	Homo_sapiens	GeneCards-online-2021May22;PMID: 24692143
Custom_transmembrane_transport	Sodium B2L by symporter	SLC38A6	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium B2L by symporter	SLC38A7	Homo_sapiens	Gen
Custom_transmembrane_transport	Sodium B2L by symporter	SLC38A8	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium B2L by symporter	SLC4A11	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium B2L by symporter	SLC5A3	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium B2L by symporter	SLC6A1	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium B2L by symporter	SLC6A11	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium B2L by symporter	SLC6A12	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium B2L by symporter	SLC6A13	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium B2L by symporter	SLC7A6	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium B2L by symporter	SLC7A7	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium beta-alanine symporter	SLC6A6	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium bicarbonate symporter	SLC4A10	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium bicarbonate symporter	SLC4A4	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium bicarbonate symporter	SLC4A5	Homo_sapiens	NCBI;PMID: 23506864
Custom_transmembrane_transport	Sodium bicarbonate symporter	SLC4A7	Homo_sapiens	NCBI;UniProt
Custom_transmembrane_transport	Sodium bicarbonate symporter	SLC4A8	Homo_sapiens	NCBI;UniProt
Custom_transmembrane_transport	Sodium bicarbonate vs chloride antiporter	SLC4A10	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium bicarbonate vs chloride antiporter	SLC4A8	Homo_sapiens	NCBI;UniProt
Custom_transmembrane_transport	Sodium bile salt symporter	SLC10A1	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium bile salt symporter	SLC10A2	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium bile salt symporter	SLC10A3	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium bile salt symporter	SLC10A5	Homo_sapiens	Full gene name
Custom_transmembrane_transport	Sodium bile salt symporter	SLC10A6	Homo_sapiens	Full gene name
Custom_transmembrane_transport	Sodium biochemical cofactor symporter	SLC23A1	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium biochemical cofactor symporter	SLC5A6	Homo_sapiens	NCBI;PMID: 22420308
Custom_transmembrane_transport	Sodium biochemical cofactor symporter	SMVT	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium biologically active small organic molecule symporter	SLC6A17	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium biologically active small organic molecule symporter	SLC6A2	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium biologically active small organic molecule symporter	SLC6A3	Homo_sapiens	NCBI;PMID: 24692143
Custom_transmembrane_transport	Sodium biologically active small organic molecule symporter	SLC6A4	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium biologically active small organic molecule symporter B2L	SLC6A1	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium biologically active small organic molecule symporter B2L	SLC6A11	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium biologically active small organic molecule symporter B2L	SLC6A12	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium biologically active small organic molecule symporter B2L	SLC6A13	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium biotin symporter	SLC5A6	Homo_sapiens	NCBI;PMID: 22420308
Custom_transmembrane_transport	Sodium borate symporter B2L	SLC4A11	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium carnitine symporter	SLC22A16	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium carnitine symporter	SLC22A5	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium carnitine symporter	SLC23A4	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium carnitine, choline or betaine symporter	SLC44A4	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium carnitine, choline or betaine symporter	SLC5A7	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium chloride beta-alanine symporter	SLC6A6	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium chloride choline symporter	SLC5A7	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium chloride creatine symporter	SLC6A8	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium chloride dopamine symporter	SLC6A3	Homo_sapiens	NCBI;PMID: 24692143
Custom_transmembrane_transport	Sodium chloride GABA symporter B2L	SLC6A1	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium chloride GABA symporter B2L	SLC6A11	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium chloride GABA symporter B2L	SLC6A12	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium chloride GABA symporter B2L	SLC6A13	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium chloride glycine symporter	SLC6A5	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium chloride glycine symporter	SLC6A9	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium chloride neurotransmitter symporter	SLC6A10	Homo_sapiens	NCBI;PMID: 17692818
Custom_transmembrane_transport	Sodium chloride neurotransmitter symporter	SLC6A16	Homo_sapiens	UniProt online;PMID: 24692143
Custom_transmembrane_transport	Sodium chloride neurotransmitter symporter	SLC6A8	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium chloride neutral amino acid symporter	SLC6A18	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium chloride noradrenalin symporter	SLC6A2	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium chloride serotonin symporter	SLC6A4	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium chloride symporter	SLC12A1	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium chloride symporter	SLC12A2	Homo_sapiens	Tocris Summary
Custom_transmembrane_transport	Sodium chloride symporter	SLC12A3	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium chloride symporter	SLC5A7	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium chloride symporter	SLC6A10	Homo_sapiens	NCBI;PMID: 17692818
Custom_transmembrane_transport	Sodium chloride symporter	SLC6A16	Homo_sapiens	UniProt online;PMID: 24692143
Custom_transmembrane_transport	Sodium chloride symporter	SLC6A18	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium chloride symporter	SLC6A2	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium chloride symporter	SLC6A3	Homo_sapiens	NCBI;PMID: 24692143
Custom_transmembrane_transport	Sodium chloride symporter	SLC6A4	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium chloride symporter	SLC6A5	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium chloride symporter	SLC6A6	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium chloride symporter	SLC6A8	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium chloride symporter	SLC6A9	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium chloride symporter B2L	SLC6A1	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium chloride symporter B2L	SLC6A11	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium chloride symporter B2L	SLC6A12	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium chloride symporter B2L	SLC6A13	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium chloride taurine symporter	SLC6A6	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium chloride taurine symporter B2L	SLC6A13	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium choline symporter	SLC44A4	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium choline symporter	SLC5A7	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium citrate symporter B2L	SLC13A5	Homo_sapiens	PMID: 24114175;UniProt
Custom_transmembrane_transport	Sodium creatine symporter	SLC6A8	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium cysteine symporter	SLC1A1	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium dependent amino acid transporter	SLC38A9	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium dicarboxylate symporter	SLC13A2	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium dicarboxylate symporter B2L	SLC13A3	Homo_sapiens	NCBI;PMID: 27053689
Custom_transmembrane_transport	Sodium dicarboxylate symporter B2L	SLC13A5	Homo_sapiens	PMID: 24114175;UniProt
Custom_transmembrane_transport	Sodium dopamine symporter	SLC6A3	Homo_sapiens	NCBI;PMID: 24692143
Custom_transmembrane_transport	Sodium fructose symporter	MFSD4B	Homo_sapiens	NCBI-protein-domain-online-2020February08
Custom_transmembrane_transport	Sodium fructose symporter	SGLT5	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium fructose symporter	SLC5A10	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium fructose symporter	SLC5A9	Homo_sapiens	PMID: 15607332;GeneCards-online-2021May24
Custom_transmembrane_transport	Sodium GABA symporter B2L	SLC6A1	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium GABA symporter B2L	SLC6A11	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium GABA symporter B2L	SLC6A12	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium GABA symporter B2L	SLC6A13	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium glucose symporter	MFSD4B	Homo_sapiens	UniProt-online-2020February08I
Custom_transmembrane_transport	Sodium glucose symporter	NAGLT1	Homo_sapiens	UniProt-online-2020December01
Custom_transmembrane_transport	Sodium glucose symporter	SLC5A1	Homo_sapiens	NCBI;PMID: 23506864
Custom_transmembrane_transport	Sodium glucose symporter	SLC5A2	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium glucose symporter	SLC5A9	Homo_sapiens	PMID: 15607332;GeneCards-online-2021May24
Custom_transmembrane_transport	Sodium glutamate symporter	SLC1A1	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium glutamate symporter	SLC1A2	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium glutamate symporter	SLC1A3	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium glutamine symporter B2L	SLC38A1	Homo_sapiens	GeneCards-online-2021May22;PMID: 24692143
Custom_transmembrane_transport	Sodium glycine symporter	SLC6A17	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium glycine symporter	SLC6A5	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium glycine symporter	SLC6A9	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium hydrogen amino acid vs potassium antiporter	SLC1A1	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium hydrogen amino acid vs potassium antiporter	SLC1A2	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium hydrogen amino acid vs potassium antiporter	SLC1A3	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium hydrogen aspartate vs potassium antiporter	SLC1A1	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium hydrogen aspartate vs potassium antiporter	SLC1A2	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium hydrogen aspartate vs potassium antiporter	SLC1A3	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium hydrogen cysteine vs potassium antiporter	SLC1A1	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium hydrogen glutamate vs potassium antiporter	SLC1A1	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium hydrogen glutamate vs potassium antiporter	SLC1A2	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium hydrogen glutamate vs potassium antiporter	SLC1A3	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium hydrogen symporter	SLC1A1	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium hydrogen symporter	SLC1A2	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium hydrogen symporter	SLC1A3	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium iodide symporter	SLC5A5	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L proline symporter	SLC6A20	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium L2B	MFSD4B	Homo_sapiens	NCBI-protein-domain-online-2020February08
Custom_transmembrane_transport	Sodium L2B	NAGLT1	Homo_sapiens	UniProt-online-2020December01
Custom_transmembrane_transport	Sodium L2B	SGLT5	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B	SLC10A1	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B	SLC10A2	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B	SLC10A3	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B	SLC10A5	Homo_sapiens	Full gene name
Custom_transmembrane_transport	Sodium L2B	SLC10A6	Homo_sapiens	Full gene name
Custom_transmembrane_transport	Sodium L2B	SLC12A1	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B	SLC12A2	Homo_sapiens	Tocris Summary
Custom_transmembrane_transport	Sodium L2B	SLC12A3	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B	SLC13A1	Homo_sapiens	UniProt online;PMID: 24193406;PMID: 21298488;PMID: 17002596
Custom_transmembrane_transport	Sodium L2B	SLC13A2	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium L2B	SLC13A4	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B	SLC17A1	Homo_sapiens	PMID: 34290818;UniProt
Custom_transmembrane_transport	Sodium L2B	SLC17A2	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B	SLC17A3	Homo_sapiens	PMID: 34290818;UniProt online
Custom_transmembrane_transport	Sodium L2B	SLC17A4	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B	SLC1A1	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B	SLC1A2	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium L2B	SLC1A3	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium L2B	SLC20A1	Homo_sapiens	GeneCards-online-2021May24;PMID: 32353243
Custom_transmembrane_transport	Sodium L2B	SLC20A2	Homo_sapiens	GeneCards-online-2021May24;PMID: 32353243
Custom_transmembrane_transport	Sodium L2B	SLC22A16	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B	SLC22A4	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B	SLC22A5	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B	SLC23A1	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B	SLC23A4	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B	SLC28A1	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium L2B	SLC28A2	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B	SLC28A3	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B	SLC34A1	Homo_sapiens	UniProt;PMID: 32353243
Custom_transmembrane_transport	Sodium L2B	SLC34A2	Homo_sapiens	NCBI;PMID: 32353243
Custom_transmembrane_transport	Sodium L2B	SLC34A3	Homo_sapiens	NCBI;PMID: 32353243
Custom_transmembrane_transport	Sodium L2B	SLC38A10	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B	SLC38A11	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B	SLC38A9	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium L2B	SLC44A4	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B	SLC4A10	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium L2B	SLC4A4	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B	SLC4A5	Homo_sapiens	NCBI;PMID: 23506864
Custom_transmembrane_transport	Sodium L2B	SLC4A7	Homo_sapiens	NCBI;UniProt
Custom_transmembrane_transport	Sodium L2B	SLC4A8	Homo_sapiens	NCBI;UniProt
Custom_transmembrane_transport	Sodium L2B	SLC5A1	Homo_sapiens	NCBI;PMID: 23506864
Custom_transmembrane_transport	Sodium L2B	SLC5A10	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B	SLC5A11	Homo_sapiens	NCBI;PMID: 24944204
Custom_transmembrane_transport	Sodium L2B	SLC5A12	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B	SLC5A2	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B	SLC5A5	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B	SLC5A6	Homo_sapiens	NCBI;PMID: 22420308
Custom_transmembrane_transport	Sodium L2B	SLC5A7	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium L2B	SLC5A8	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium L2B	SLC5A9	Homo_sapiens	PMID: 15607332;GeneCards-online-2021May24
Custom_transmembrane_transport	Sodium L2B	SLC6A10	Homo_sapiens	NCBI;PMID: 17692818
Custom_transmembrane_transport	Sodium L2B	SLC6A15	Homo_sapiens	UniProt online;PMID: 24692143
Custom_transmembrane_transport	Sodium L2B	SLC6A16	Homo_sapiens	UniProt online;PMID: 24692143
Custom_transmembrane_transport	Sodium L2B	SLC6A17	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium L2B	SLC6A18	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B	SLC6A19	Homo_sapiens	UniProt online;PMID: 24692143
Custom_transmembrane_transport	Sodium L2B	SLC6A2	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium L2B	SLC6A20	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium L2B	SLC6A3	Homo_sapiens	NCBI;PMID: 24692143
Custom_transmembrane_transport	Sodium L2B	SLC6A4	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B	SLC6A5	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B	SLC6A6	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium L2B	SLC6A7	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium L2B	SLC6A8	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium L2B	SLC6A9	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium L2B	SLC9A2	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B	SLC9A3	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium L2B	SLC9A5	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B	SLC9A6	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B	SLC9A7	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B	SLC9A8	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B	SLC9A9	Homo_sapiens	Entrez Gene online
Custom_transmembrane_transport	Sodium L2B	SLC9B1	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium L2B	SLC9C1	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium L2B	SLC9C2	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B	SMVT	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by antiporter	SLC1A1	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by antiporter	SLC1A2	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium L2B by antiporter	SLC1A3	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium L2B by antiporter	SLC22A5	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by antiporter	SLC38A10	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by antiporter	SLC38A11	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by antiporter	SLC4A10	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium L2B by antiporter	SLC4A8	Homo_sapiens	NCBI;UniProt
Custom_transmembrane_transport	Sodium L2B by antiporter	SLC9A2	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by antiporter	SLC9A3	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium L2B by antiporter	SLC9A5	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B by antiporter	SLC9A6	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by antiporter	SLC9A7	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by antiporter	SLC9A8	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B by antiporter	SLC9A9	Homo_sapiens	Entrez Gene online
Custom_transmembrane_transport	Sodium L2B by antiporter	SLC9B1	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium L2B by antiporter	SLC9C1	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium L2B by antiporter	SLC9C2	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by symporter	MFSD4B	Homo_sapiens	NCBI-protein-domain-online-2020February08
Custom_transmembrane_transport	Sodium L2B by symporter	NAGLT1	Homo_sapiens	UniProt-online-2020December01
Custom_transmembrane_transport	Sodium L2B by symporter	SGLT5	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B by symporter	SLC10A1	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B by symporter	SLC10A2	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B by symporter	SLC10A3	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B by symporter	SLC10A5	Homo_sapiens	Full gene name
Custom_transmembrane_transport	Sodium L2B by symporter	SLC10A6	Homo_sapiens	Full gene name
Custom_transmembrane_transport	Sodium L2B by symporter	SLC12A1	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B by symporter	SLC12A2	Homo_sapiens	Tocris Summary
Custom_transmembrane_transport	Sodium L2B by symporter	SLC12A3	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B by symporter	SLC13A1	Homo_sapiens	UniProt online;PMID: 24193406;PMID: 21298488;PMID: 17002596
Custom_transmembrane_transport	Sodium L2B by symporter	SLC13A2	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium L2B by symporter	SLC13A4	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by symporter	SLC17A1	Homo_sapiens	PMID: 34290818;UniProt
Custom_transmembrane_transport	Sodium L2B by symporter	SLC17A2	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by symporter	SLC17A3	Homo_sapiens	PMID: 34290818;UniProt online
Custom_transmembrane_transport	Sodium L2B by symporter	SLC17A4	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B by symporter	SLC1A1	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by symporter	SLC1A2	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium L2B by symporter	SLC1A3	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium L2B by symporter	SLC20A1	Homo_sapiens	GeneCards-online-2021May24;PMID: 32353243
Custom_transmembrane_transport	Sodium L2B by symporter	SLC20A2	Homo_sapiens	GeneCards-online-2021May24;PMID: 32353243
Custom_transmembrane_transport	Sodium L2B by symporter	SLC22A16	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B by symporter	SLC22A4	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B by symporter	SLC22A5	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by symporter	SLC23A1	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by symporter	SLC23A4	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B by symporter	SLC28A1	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium L2B by symporter	SLC28A2	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by symporter	SLC28A3	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by symporter	SLC34A1	Homo_sapiens	UniProt;PMID: 32353243
Custom_transmembrane_transport	Sodium L2B by symporter	SLC34A2	Homo_sapiens	NCBI;PMID: 32353243
Custom_transmembrane_transport	Sodium L2B by symporter	SLC34A3	Homo_sapiens	NCBI;PMID: 32353243
Custom_transmembrane_transport	Sodium L2B by symporter	SLC38A10	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by symporter	SLC38A11	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by symporter	SLC38A9	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium L2B by symporter	SLC44A4	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by symporter	SLC4A10	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium L2B by symporter	SLC4A4	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B by symporter	SLC4A5	Homo_sapiens	NCBI;PMID: 23506864
Custom_transmembrane_transport	Sodium L2B by symporter	SLC4A7	Homo_sapiens	NCBI;UniProt
Custom_transmembrane_transport	Sodium L2B by symporter	SLC4A8	Homo_sapiens	NCBI;UniProt
Custom_transmembrane_transport	Sodium L2B by symporter	SLC5A1	Homo_sapiens	NCBI;PMID: 23506864
Custom_transmembrane_transport	Sodium L2B by symporter	SLC5A10	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B by symporter	SLC5A11	Homo_sapiens	NCBI;PMID: 24944204
Custom_transmembrane_transport	Sodium L2B by symporter	SLC5A12	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B by symporter	SLC5A2	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B by symporter	SLC5A5	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium L2B by symporter	SLC5A6	Homo_sapiens	NCBI;PMID: 22420308
Custom_transmembrane_transport	Sodium L2B by symporter	SLC5A7	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium L2B by symporter	SLC5A8	Homo_sapiens	UniProt online
