Ontology	ProcessName	Symbol	Organism	ReadWrite_references
Mbco_na_glucose_tm_transport_human	Sodium B2L	SLC8A2	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium B2L	SLC8A3	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium B2L	SLC8B1	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium B2L	SLC9A1	Homo_sapiens	UniProt;PMID: 17417706
Mbco_na_glucose_tm_transport_human	Sodium B2L	SLC9A4	Homo_sapiens	PMID: 24692143;UniProt
Mbco_na_glucose_tm_transport_human	Sodium B2L by antiporter	SLC1A4	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium B2L by antiporter	SLC1A5	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium B2L by antiporter	SLC24A1	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium B2L by antiporter	SLC24A2	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium B2L by antiporter	SLC24A3	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium B2L by antiporter	SLC24A4	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium B2L by antiporter	SLC24A5	Homo_sapiens	UniProt online
Mbco_na_glucose_tm_transport_human	Sodium B2L by antiporter	SLC38A3	Homo_sapiens	GeneCards-online-2021May22;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium B2L by antiporter	SLC38A5	Homo_sapiens	GeneCards-online-2021May22;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium B2L by antiporter	SLC38A6	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium B2L by antiporter	SLC38A7	Homo_sapiens	Gen
Mbco_na_glucose_tm_transport_human	Sodium B2L by antiporter	SLC38A8	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium B2L by antiporter	SLC7A6	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium B2L by antiporter	SLC7A7	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium B2L by antiporter	SLC8A1	Homo_sapiens	UniProt online;PMID: 17417706
Mbco_na_glucose_tm_transport_human	Sodium B2L by antiporter	SLC8A2	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium B2L by antiporter	SLC8A3	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium B2L by antiporter	SLC8B1	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium B2L by antiporter	SLC9A1	Homo_sapiens	UniProt;PMID: 17417706
Mbco_na_glucose_tm_transport_human	Sodium B2L by antiporter	SLC9A4	Homo_sapiens	PMID: 24692143;UniProt
Mbco_na_glucose_tm_transport_human	Sodium B2L by symporter	SLC13A3	Homo_sapiens	NCBI;PMID: 27053689
Mbco_na_glucose_tm_transport_human	Sodium B2L by symporter	SLC13A5	Homo_sapiens	PMID: 24114175;UniProt
Mbco_na_glucose_tm_transport_human	Sodium B2L by symporter	SLC1A4	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium B2L by symporter	SLC1A5	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium B2L by symporter	SLC23A2	Homo_sapiens	UniProt;PMID: 33072764
Mbco_na_glucose_tm_transport_human	Sodium B2L by symporter	SLC38A1	Homo_sapiens	GeneCards-online-2021May22;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium B2L by symporter	SLC38A2	Homo_sapiens	GeneCards-online-2021May22;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium B2L by symporter	SLC38A3	Homo_sapiens	GeneCards-online-2021May22;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium B2L by symporter	SLC38A4	Homo_sapiens	GeneCards-online-2021May22;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium B2L by symporter	SLC38A5	Homo_sapiens	GeneCards-online-2021May22;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium B2L by symporter	SLC38A6	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium B2L by symporter	SLC38A7	Homo_sapiens	Gen
Mbco_na_glucose_tm_transport_human	Sodium B2L by symporter	SLC38A8	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium B2L by symporter	SLC4A11	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium B2L by symporter	SLC5A3	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium B2L by symporter	SLC6A1	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium B2L by symporter	SLC6A11	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium B2L by symporter	SLC6A12	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium B2L by symporter	SLC6A13	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium B2L by symporter	SLC7A6	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium B2L by symporter	SLC7A7	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium beta-alanine symporter	SLC6A6	Homo_sapiens	UniProt;PMID: 33072764
Mbco_na_glucose_tm_transport_human	Sodium bicarbonate symporter	SLC4A10	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium bicarbonate symporter	SLC4A4	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium bicarbonate symporter	SLC4A5	Homo_sapiens	NCBI;PMID: 23506864
Mbco_na_glucose_tm_transport_human	Sodium bicarbonate symporter	SLC4A7	Homo_sapiens	NCBI;UniProt
Mbco_na_glucose_tm_transport_human	Sodium bicarbonate symporter	SLC4A8	Homo_sapiens	NCBI;UniProt
Mbco_na_glucose_tm_transport_human	Sodium bicarbonate vs chloride antiporter	SLC4A10	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium bicarbonate vs chloride antiporter	SLC4A8	Homo_sapiens	NCBI;UniProt
Mbco_na_glucose_tm_transport_human	Sodium bile salt symporter	SLC10A1	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium bile salt symporter	SLC10A2	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium bile salt symporter	SLC10A3	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium bile salt symporter	SLC10A5	Homo_sapiens	Full gene name
Mbco_na_glucose_tm_transport_human	Sodium bile salt symporter	SLC10A6	Homo_sapiens	Full gene name
Mbco_na_glucose_tm_transport_human	Sodium biochemical cofactor symporter	SLC23A1	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium biochemical cofactor symporter	SLC5A6	Homo_sapiens	NCBI;PMID: 22420308
Mbco_na_glucose_tm_transport_human	Sodium biochemical cofactor symporter	SMVT	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium biologically active small organic molecule symporter	SLC6A17	Homo_sapiens	UniProt online
Mbco_na_glucose_tm_transport_human	Sodium biologically active small organic molecule symporter	SLC6A2	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium biologically active small organic molecule symporter	SLC6A3	Homo_sapiens	NCBI;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium biologically active small organic molecule symporter	SLC6A4	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium biologically active small organic molecule symporter B2L	SLC6A1	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium biologically active small organic molecule symporter B2L	SLC6A11	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium biologically active small organic molecule symporter B2L	SLC6A12	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium biologically active small organic molecule symporter B2L	SLC6A13	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium biotin symporter	SLC5A6	Homo_sapiens	NCBI;PMID: 22420308
Mbco_na_glucose_tm_transport_human	Sodium borate symporter B2L	SLC4A11	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium carnitine symporter	SLC22A16	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium carnitine symporter	SLC22A5	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium carnitine symporter	SLC23A4	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium carnitine, choline or betaine symporter	SLC44A4	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium carnitine, choline or betaine symporter	SLC5A7	Homo_sapiens	UniProt online
Mbco_na_glucose_tm_transport_human	Sodium chloride beta-alanine symporter	SLC6A6	Homo_sapiens	UniProt;PMID: 33072764
Mbco_na_glucose_tm_transport_human	Sodium chloride choline symporter	SLC5A7	Homo_sapiens	UniProt online
Mbco_na_glucose_tm_transport_human	Sodium chloride creatine symporter	SLC6A8	Homo_sapiens	UniProt;PMID: 33072764
Mbco_na_glucose_tm_transport_human	Sodium chloride dopamine symporter	SLC6A3	Homo_sapiens	NCBI;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium chloride GABA symporter B2L	SLC6A1	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium chloride GABA symporter B2L	SLC6A11	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium chloride GABA symporter B2L	SLC6A12	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium chloride GABA symporter B2L	SLC6A13	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium chloride glycine symporter	SLC6A5	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium chloride glycine symporter	SLC6A9	Homo_sapiens	UniProt;PMID: 33072764
Mbco_na_glucose_tm_transport_human	Sodium chloride neurotransmitter symporter	SLC6A10	Homo_sapiens	NCBI;PMID: 17692818
Mbco_na_glucose_tm_transport_human	Sodium chloride neurotransmitter symporter	SLC6A16	Homo_sapiens	UniProt online;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium chloride neurotransmitter symporter	SLC6A8	Homo_sapiens	UniProt;PMID: 33072764
Mbco_na_glucose_tm_transport_human	Sodium chloride neutral amino acid symporter	SLC6A18	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium chloride noradrenalin symporter	SLC6A2	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium chloride serotonin symporter	SLC6A4	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium chloride symporter	SLC12A1	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium chloride symporter	SLC12A2	Homo_sapiens	Tocris Summary
Mbco_na_glucose_tm_transport_human	Sodium chloride symporter	SLC12A3	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium chloride symporter	SLC5A7	Homo_sapiens	UniProt online
Mbco_na_glucose_tm_transport_human	Sodium chloride symporter	SLC6A10	Homo_sapiens	NCBI;PMID: 17692818
Mbco_na_glucose_tm_transport_human	Sodium chloride symporter	SLC6A16	Homo_sapiens	UniProt online;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium chloride symporter	SLC6A18	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium chloride symporter	SLC6A2	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium chloride symporter	SLC6A3	Homo_sapiens	NCBI;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium chloride symporter	SLC6A4	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium chloride symporter	SLC6A5	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium chloride symporter	SLC6A6	Homo_sapiens	UniProt;PMID: 33072764
Mbco_na_glucose_tm_transport_human	Sodium chloride symporter	SLC6A8	Homo_sapiens	UniProt;PMID: 33072764
Mbco_na_glucose_tm_transport_human	Sodium chloride symporter	SLC6A9	Homo_sapiens	UniProt;PMID: 33072764
Mbco_na_glucose_tm_transport_human	Sodium chloride symporter B2L	SLC6A1	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium chloride symporter B2L	SLC6A11	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium chloride symporter B2L	SLC6A12	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium chloride symporter B2L	SLC6A13	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium chloride taurine symporter	SLC6A6	Homo_sapiens	UniProt;PMID: 33072764
Mbco_na_glucose_tm_transport_human	Sodium chloride taurine symporter B2L	SLC6A13	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium choline symporter	SLC44A4	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium choline symporter	SLC5A7	Homo_sapiens	UniProt online
Mbco_na_glucose_tm_transport_human	Sodium citrate symporter B2L	SLC13A5	Homo_sapiens	PMID: 24114175;UniProt
Mbco_na_glucose_tm_transport_human	Sodium creatine symporter	SLC6A8	Homo_sapiens	UniProt;PMID: 33072764
Mbco_na_glucose_tm_transport_human	Sodium cysteine symporter	SLC1A1	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium dependent amino acid transporter	SLC38A9	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium dicarboxylate symporter	SLC13A2	Homo_sapiens	UniProt online
Mbco_na_glucose_tm_transport_human	Sodium dicarboxylate symporter B2L	SLC13A3	Homo_sapiens	NCBI;PMID: 27053689
Mbco_na_glucose_tm_transport_human	Sodium dicarboxylate symporter B2L	SLC13A5	Homo_sapiens	PMID: 24114175;UniProt
Mbco_na_glucose_tm_transport_human	Sodium dopamine symporter	SLC6A3	Homo_sapiens	NCBI;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium fructose symporter	MFSD4B	Homo_sapiens	NCBI-protein-domain-online-2020February08
Mbco_na_glucose_tm_transport_human	Sodium fructose symporter	SGLT5	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium fructose symporter	SLC5A10	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium fructose symporter	SLC5A9	Homo_sapiens	PMID: 15607332;GeneCards-online-2021May24
Mbco_na_glucose_tm_transport_human	Sodium GABA symporter B2L	SLC6A1	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium GABA symporter B2L	SLC6A11	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium GABA symporter B2L	SLC6A12	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium GABA symporter B2L	SLC6A13	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium glucose symporter	MFSD4B	Homo_sapiens	UniProt-online-2020February08I
Mbco_na_glucose_tm_transport_human	Sodium glucose symporter	NAGLT1	Homo_sapiens	UniProt-online-2020December01
Mbco_na_glucose_tm_transport_human	Sodium glucose symporter	SLC5A1	Homo_sapiens	NCBI;PMID: 23506864
Mbco_na_glucose_tm_transport_human	Sodium glucose symporter	SLC5A2	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium glucose symporter	SLC5A9	Homo_sapiens	PMID: 15607332;GeneCards-online-2021May24
Mbco_na_glucose_tm_transport_human	Sodium glutamate symporter	SLC1A1	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium glutamate symporter	SLC1A2	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium glutamate symporter	SLC1A3	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium glutamine symporter B2L	SLC38A1	Homo_sapiens	GeneCards-online-2021May22;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium glycine symporter	SLC6A17	Homo_sapiens	UniProt online
Mbco_na_glucose_tm_transport_human	Sodium glycine symporter	SLC6A5	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium glycine symporter	SLC6A9	Homo_sapiens	UniProt;PMID: 33072764
Mbco_na_glucose_tm_transport_human	Sodium hydrogen amino acid vs potassium antiporter	SLC1A1	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium hydrogen amino acid vs potassium antiporter	SLC1A2	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium hydrogen amino acid vs potassium antiporter	SLC1A3	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium hydrogen aspartate vs potassium antiporter	SLC1A1	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium hydrogen aspartate vs potassium antiporter	SLC1A2	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium hydrogen aspartate vs potassium antiporter	SLC1A3	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium hydrogen cysteine vs potassium antiporter	SLC1A1	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium hydrogen glutamate vs potassium antiporter	SLC1A1	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium hydrogen glutamate vs potassium antiporter	SLC1A2	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium hydrogen glutamate vs potassium antiporter	SLC1A3	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium hydrogen symporter	SLC1A1	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium hydrogen symporter	SLC1A2	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium hydrogen symporter	SLC1A3	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium iodide symporter	SLC5A5	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium L proline symporter	SLC6A20	Homo_sapiens	UniProt;PMID: 33072764
Mbco_na_glucose_tm_transport_human	Sodium L2B	MFSD4B	Homo_sapiens	NCBI-protein-domain-online-2020February08
Mbco_na_glucose_tm_transport_human	Sodium L2B	NAGLT1	Homo_sapiens	UniProt-online-2020December01
Mbco_na_glucose_tm_transport_human	Sodium L2B	SGLT5	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC10A1	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC10A2	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC10A3	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC10A5	Homo_sapiens	Full gene name
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC10A6	Homo_sapiens	Full gene name
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC12A1	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC12A2	Homo_sapiens	Tocris Summary
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC12A3	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC13A1	Homo_sapiens	UniProt online;PMID: 24193406;PMID: 21298488;PMID: 17002596
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC13A2	Homo_sapiens	UniProt online
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC13A4	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC17A1	Homo_sapiens	PMID: 34290818;UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC17A2	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC17A3	Homo_sapiens	PMID: 34290818;UniProt online
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC17A4	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC1A1	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC1A2	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC1A3	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC20A1	Homo_sapiens	GeneCards-online-2021May24;PMID: 32353243
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC20A2	Homo_sapiens	GeneCards-online-2021May24;PMID: 32353243
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC22A16	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC22A4	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC22A5	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC23A1	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC23A4	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC28A1	Homo_sapiens	UniProt online
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC28A2	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC28A3	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC34A1	Homo_sapiens	UniProt;PMID: 32353243
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC34A2	Homo_sapiens	NCBI;PMID: 32353243
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC34A3	Homo_sapiens	NCBI;PMID: 32353243
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC38A10	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC38A11	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC38A9	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC44A4	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC4A10	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC4A4	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC4A5	Homo_sapiens	NCBI;PMID: 23506864
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC4A7	Homo_sapiens	NCBI;UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC4A8	Homo_sapiens	NCBI;UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC5A1	Homo_sapiens	NCBI;PMID: 23506864
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC5A10	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC5A11	Homo_sapiens	NCBI;PMID: 24944204
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC5A12	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC5A2	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC5A5	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC5A6	Homo_sapiens	NCBI;PMID: 22420308
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC5A7	Homo_sapiens	UniProt online
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC5A8	Homo_sapiens	UniProt online
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC5A9	Homo_sapiens	PMID: 15607332;GeneCards-online-2021May24
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC6A10	Homo_sapiens	NCBI;PMID: 17692818
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC6A15	Homo_sapiens	UniProt online;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC6A16	Homo_sapiens	UniProt online;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC6A17	Homo_sapiens	UniProt online
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC6A18	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC6A19	Homo_sapiens	UniProt online;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC6A2	Homo_sapiens	UniProt;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC6A20	Homo_sapiens	UniProt;PMID: 33072764
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC6A3	Homo_sapiens	NCBI;PMID: 24692143
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC6A4	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC6A5	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC6A6	Homo_sapiens	UniProt;PMID: 33072764
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC6A7	Homo_sapiens	UniProt;PMID: 33072764
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC6A8	Homo_sapiens	UniProt;PMID: 33072764
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC6A9	Homo_sapiens	UniProt;PMID: 33072764
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC9A2	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC9A3	Homo_sapiens	UniProt online
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC9A5	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC9A6	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC9A7	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC9A8	Homo_sapiens	NCBI
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC9A9	Homo_sapiens	Entrez Gene online
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC9B1	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC9C1	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium L2B	SLC9C2	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B	SMVT	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B by antiporter	SLC1A1	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B by antiporter	SLC1A2	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium L2B by antiporter	SLC1A3	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium L2B by antiporter	SLC22A5	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B by antiporter	SLC38A10	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B by antiporter	SLC38A11	Homo_sapiens	UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B by antiporter	SLC4A10	Homo_sapiens	PMID:21186281
Mbco_na_glucose_tm_transport_human	Sodium L2B by antiporter	SLC4A8	Homo_sapiens	NCBI;UniProt
Mbco_na_glucose_tm_transport_human	Sodium L2B by antiporter	SLC9A2	Homo_sapiens	UniProt
