ProcessLevel	ProcessID	ProcessName	Symbol	Parent_processName
-1	MBCO:Background	Background genes	PEX2	
-1	MBCO:Background	Background genes	PEX26	
-1	MBCO:Background	Background genes	PEX3	
-1	MBCO:Background	Background genes	PEX5	
-1	MBCO:Background	Background genes	PEX5L	
-1	MBCO:Background	Background genes	PEX6	
-1	MBCO:Background	Background genes	PEX7	
-1	MBCO:Background	Background genes	PF4	
-1	MBCO:Background	Background genes	PF4V1	
-1	MBCO:Background	Background genes	PFAS	
-1	MBCO:Background	Background genes	PFDN1	
-1	MBCO:Background	Background genes	PFDN2	
-1	MBCO:Background	Background genes	PFDN4	
-1	MBCO:Background	Background genes	PFDN5	
-1	MBCO:Background	Background genes	PFDN6	
-1	MBCO:Background	Background genes	PFKFB1	
-1	MBCO:Background	Background genes	PFKFB2	
-1	MBCO:Background	Background genes	PFKFB3	
-1	MBCO:Background	Background genes	PFKFB4	
-1	MBCO:Background	Background genes	PFKL	
-1	MBCO:Background	Background genes	PFKM	
-1	MBCO:Background	Background genes	PFKP	
-1	MBCO:Background	Background genes	PFN1	
-1	MBCO:Background	Background genes	PFN2	
-1	MBCO:Background	Background genes	PGA5	
-1	MBCO:Background	Background genes	PGAM1	
-1	MBCO:Background	Background genes	PGAM2	
-1	MBCO:Background	Background genes	PGAM4	
-1	MBCO:Background	Background genes	PGAM5	
-1	MBCO:Background	Background genes	PGAP1	
-1	MBCO:Background	Background genes	PGAP2	
-1	MBCO:Background	Background genes	PGAP3	
-1	MBCO:Background	Background genes	PGBD3	
-1	MBCO:Background	Background genes	PGBD5	
-1	MBCO:Background	Background genes	PGC	
-1	MBCO:Background	Background genes	PGD	
-1	MBCO:Background	Background genes	PGDP1	
-1	MBCO:Background	Background genes	PGDP2	
-1	MBCO:Background	Background genes	PGF	
-1	MBCO:Background	Background genes	PGGT1B	
-1	MBCO:Background	Background genes	PGK1	
-1	MBCO:Background	Background genes	PGK2	
-1	MBCO:Background	Background genes	PGLS	
-1	MBCO:Background	Background genes	PGLYRP1	
-1	MBCO:Background	Background genes	PGM1	
-1	MBCO:Background	Background genes	PGM2	
-1	MBCO:Background	Background genes	PGM3	
-1	MBCO:Background	Background genes	PGM5	
-1	MBCO:Background	Background genes	PGP	
-1	MBCO:Background	Background genes	PGPEP1	
-1	MBCO:Background	Background genes	PGR	
-1	MBCO:Background	Background genes	PGRMC1	
-1	MBCO:Background	Background genes	PGRMC2	
-1	MBCO:Background	Background genes	PHA2A	
-1	MBCO:Background	Background genes	PHACTR1	
-1	MBCO:Background	Background genes	PHACTR3	
-1	MBCO:Background	Background genes	PHACTR4	
-1	MBCO:Background	Background genes	PHAX	
-1	MBCO:Background	Background genes	PHB	
-1	MBCO:Background	Background genes	PHB2	
-1	MBCO:Background	Background genes	PHC1	
-1	MBCO:Background	Background genes	PHC2	
-1	MBCO:Background	Background genes	PHC3	
-1	MBCO:Background	Background genes	PHEX	
-1	MBCO:Background	Background genes	PHF1	
-1	MBCO:Background	Background genes	PHF10	
-1	MBCO:Background	Background genes	PHF11A	
-1	MBCO:Background	Background genes	PHF11B	
-1	MBCO:Background	Background genes	PHF11C	
-1	MBCO:Background	Background genes	PHF11D	
-1	MBCO:Background	Background genes	PHF12	
-1	MBCO:Background	Background genes	PHF13	
-1	MBCO:Background	Background genes	PHF14	
-1	MBCO:Background	Background genes	PHF19	
-1	MBCO:Background	Background genes	PHF2	
-1	MBCO:Background	Background genes	PHF20	
-1	MBCO:Background	Background genes	PHF21A	
-1	MBCO:Background	Background genes	PHF3	
-1	MBCO:Background	Background genes	PHF5A	
-1	MBCO:Background	Background genes	PHF6	
-1	MBCO:Background	Background genes	PHF8	
-1	MBCO:Background	Background genes	PHGDH	
-1	MBCO:Background	Background genes	PHIP	
-1	MBCO:Background	Background genes	PHKA1	
-1	MBCO:Background	Background genes	PHKA2	
-1	MBCO:Background	Background genes	PHKG1	
-1	MBCO:Background	Background genes	PHLDA1	
-1	MBCO:Background	Background genes	PHLDA2	
-1	MBCO:Background	Background genes	PHLDA3	
-1	MBCO:Background	Background genes	PHLDB1	
-1	MBCO:Background	Background genes	PHLDB2	
-1	MBCO:Background	Background genes	PHLPP1	
-1	MBCO:Background	Background genes	PHLPP2	
-1	MBCO:Background	Background genes	PHOSPHO1	
-1	MBCO:Background	Background genes	PHOSPHO2	
-1	MBCO:Background	Background genes	PHOX2A	
-1	MBCO:Background	Background genes	PHOX2B	
-1	MBCO:Background	Background genes	PHPT1	
-1	MBCO:Background	Background genes	PHRF1	
-1	MBCO:Background	Background genes	PHYH	
-1	MBCO:Background	Background genes	PHYHIPL	
-1	MBCO:Background	Background genes	PI15	
-1	MBCO:Background	Background genes	PI3	
-1	MBCO:Background	Background genes	PI4K2A	
-1	MBCO:Background	Background genes	PI4KA	
-1	MBCO:Background	Background genes	PI4KB	
-1	MBCO:Background	Background genes	PIAS1	
-1	MBCO:Background	Background genes	PIAS2	
-1	MBCO:Background	Background genes	PIAS3	
-1	MBCO:Background	Background genes	PIAS4	
-1	MBCO:Background	Background genes	PIBF1	
-1	MBCO:Background	Background genes	PICALM	
-1	MBCO:Background	Background genes	PICK1	
-1	MBCO:Background	Background genes	PID1	
-1	MBCO:Background	Background genes	PIDD1	
-1	MBCO:Background	Background genes	PIEZO1	
-1	MBCO:Background	Background genes	PIEZO2	
-1	MBCO:Background	Background genes	PIF1	
-1	MBCO:Background	Background genes	PIFO	
-1	MBCO:Background	Background genes	PIGA	
-1	MBCO:Background	Background genes	PIGB	
-1	MBCO:Background	Background genes	PIGC	
-1	MBCO:Background	Background genes	PIGCP1	
-1	MBCO:Background	Background genes	PIGF	
-1	MBCO:Background	Background genes	PIGG	
-1	MBCO:Background	Background genes	PIGH	
-1	MBCO:Background	Background genes	PIGK	
-1	MBCO:Background	Background genes	PIGL	
-1	MBCO:Background	Background genes	PIGM	
-1	MBCO:Background	Background genes	PIGN	
-1	MBCO:Background	Background genes	PIGO	
-1	MBCO:Background	Background genes	PIGP	
-1	MBCO:Background	Background genes	PIGQ	
-1	MBCO:Background	Background genes	PIGR	
-1	MBCO:Background	Background genes	PIGS	
-1	MBCO:Background	Background genes	PIGT	
-1	MBCO:Background	Background genes	PIGU	
-1	MBCO:Background	Background genes	PIGV	
-1	MBCO:Background	Background genes	PIH1D1	
-1	MBCO:Background	Background genes	PIH2	
-1	MBCO:Background	Background genes	PIK3C2A	
-1	MBCO:Background	Background genes	PIK3C2B	
-1	MBCO:Background	Background genes	PIK3C2G	
-1	MBCO:Background	Background genes	PIK3C3	
-1	MBCO:Background	Background genes	PIK3CA	
-1	MBCO:Background	Background genes	PIK3CB	
-1	MBCO:Background	Background genes	PIK3CD	
-1	MBCO:Background	Background genes	PIK3CG	
-1	MBCO:Background	Background genes	PIK3IP1	
-1	MBCO:Background	Background genes	PIK3R1	
-1	MBCO:Background	Background genes	PIK3R2	
-1	MBCO:Background	Background genes	PIK3R3	
-1	MBCO:Background	Background genes	PIK3R4	
-1	MBCO:Background	Background genes	PIK3R5	
-1	MBCO:Background	Background genes	PIKFYVE	
-1	MBCO:Background	Background genes	PILRA	
-1	MBCO:Background	Background genes	PILRB1	
-1	MBCO:Background	Background genes	PILRB2	
-1	MBCO:Background	Background genes	PIM1	
-1	MBCO:Background	Background genes	PIM2	
-1	MBCO:Background	Background genes	PIM3	
-1	MBCO:Background	Background genes	PIN1	
-1	MBCO:Background	Background genes	PIN4	
-1	MBCO:Background	Background genes	PINK1	
-1	MBCO:Background	Background genes	PINX1	
-1	MBCO:Background	Background genes	PIP	
-1	MBCO:Background	Background genes	PIP4K2A	
-1	MBCO:Background	Background genes	PIP4K2B	
-1	MBCO:Background	Background genes	PIP5K1A	
-1	MBCO:Background	Background genes	PIP5K1B	
-1	MBCO:Background	Background genes	PIP5K1C	
-1	MBCO:Background	Background genes	PIPOX	
-1	MBCO:Background	Background genes	PIR	
-1	MBCO:Background	Background genes	PIRA1	
-1	MBCO:Background	Background genes	PIRA2	
-1	MBCO:Background	Background genes	PIRA6	
-1	MBCO:Background	Background genes	PIRB	
-1	MBCO:Background	Background genes	PIRT	
-1	MBCO:Background	Background genes	PISD	
-1	MBCO:Background	Background genes	PITHD1	
-1	MBCO:Background	Background genes	PITPNA	
-1	MBCO:Background	Background genes	PITPNB	
-1	MBCO:Background	Background genes	PITPNM1	
-1	MBCO:Background	Background genes	PITPNM2	
-1	MBCO:Background	Background genes	PITPNM3	
-1	MBCO:Background	Background genes	PITRM1	
-1	MBCO:Background	Background genes	PITX1	
-1	MBCO:Background	Background genes	PITX2	
-1	MBCO:Background	Background genes	PITX3	
-1	MBCO:Background	Background genes	PIWIL1	
-1	MBCO:Background	Background genes	PIWIL2	
-1	MBCO:Background	Background genes	PIWIL4	
-1	MBCO:Background	Background genes	PJA1	
-1	MBCO:Background	Background genes	PJA2	
-1	MBCO:Background	Background genes	PKD1	
-1	MBCO:Background	Background genes	PKD1L1	
-1	MBCO:Background	Background genes	PKD1L2	
-1	MBCO:Background	Background genes	PKD1L3	
-1	MBCO:Background	Background genes	PKD1P1	
-1	MBCO:Background	Background genes	PKD1P2	
-1	MBCO:Background	Background genes	PKD1P3	
-1	MBCO:Background	Background genes	PKD2	
-1	MBCO:Background	Background genes	PKD2L1	
-1	MBCO:Background	Background genes	PKD2L2	
-1	MBCO:Background	Background genes	PKDCC	
-1	MBCO:Background	Background genes	PKDREJ	
-1	MBCO:Background	Background genes	PKHD1	
-1	MBCO:Background	Background genes	PKIA	
-1	MBCO:Background	Background genes	PKIB	
-1	MBCO:Background	Background genes	PKLR	
-1	MBCO:Background	Background genes	PKM	
-1	MBCO:Background	Background genes	PKMYT1	
-1	MBCO:Background	Background genes	PKN1	
-1	MBCO:Background	Background genes	PKN2	
-1	MBCO:Background	Background genes	PKN3	
-1	MBCO:Background	Background genes	PKNOX1	
-1	MBCO:Background	Background genes	PKNOX2	
-1	MBCO:Background	Background genes	PKP1	
-1	MBCO:Background	Background genes	PKP2	
-1	MBCO:Background	Background genes	PKP3	
-1	MBCO:Background	Background genes	PKP4	
-1	MBCO:Background	Background genes	PLA2G10	
-1	MBCO:Background	Background genes	PLA2G12B	
-1	MBCO:Background	Background genes	PLA2G15	
-1	MBCO:Background	Background genes	PLA2G16	
-1	MBCO:Background	Background genes	PLA2G1B	
-1	MBCO:Background	Background genes	PLA2G2A	
-1	MBCO:Background	Background genes	PLA2G2D	
-1	MBCO:Background	Background genes	PLA2G3	
-1	MBCO:Background	Background genes	PLA2G4A	
-1	MBCO:Background	Background genes	PLA2G4B	
-1	MBCO:Background	Background genes	PLA2G4C	
-1	MBCO:Background	Background genes	PLA2G5	
-1	MBCO:Background	Background genes	PLA2G6	
-1	MBCO:Background	Background genes	PLA2G7	
-1	MBCO:Background	Background genes	PLA2R1	
-1	MBCO:Background	Background genes	PLAA	
-1	MBCO:Background	Background genes	PLAC1	
-1	MBCO:Background	Background genes	PLAC8	
-1	MBCO:Background	Background genes	PLAG1	
-1	MBCO:Background	Background genes	PLAGL1	
-1	MBCO:Background	Background genes	PLAGL2	
-1	MBCO:Background	Background genes	PLAT	
-1	MBCO:Background	Background genes	PLAU	
-1	MBCO:Background	Background genes	PLAUR	
-1	MBCO:Background	Background genes	PLB1	
-1	MBCO:Background	Background genes	PLCB1	
-1	MBCO:Background	Background genes	PLCB2	
-1	MBCO:Background	Background genes	PLCB3	
-1	MBCO:Background	Background genes	PLCB4	
-1	MBCO:Background	Background genes	PLCD1	
-1	MBCO:Background	Background genes	PLCD3	
-1	MBCO:Background	Background genes	PLCE1	
-1	MBCO:Background	Background genes	PLCG1	
-1	MBCO:Background	Background genes	PLCG2	
-1	MBCO:Background	Background genes	PLCXD1	
-1	MBCO:Background	Background genes	PLCZ1	
-1	MBCO:Background	Background genes	PLD2	
-1	MBCO:Background	Background genes	PLD3	
-1	MBCO:Background	Background genes	PLD4	
-1	MBCO:Background	Background genes	PLD6	
-1	MBCO:Background	Background genes	PLEC	
-1	MBCO:Background	Background genes	PLEK	
-1	MBCO:Background	Background genes	PLEK2	
-1	MBCO:Background	Background genes	PLEKHA1	
-1	MBCO:Background	Background genes	PLEKHA2	
-1	MBCO:Background	Background genes	PLEKHA3	
-1	MBCO:Background	Background genes	PLEKHA7	
-1	MBCO:Background	Background genes	PLEKHA8	
-1	MBCO:Background	Background genes	PLEKHB1	
-1	MBCO:Background	Background genes	PLEKHF1	
-1	MBCO:Background	Background genes	PLEKHF2	
-1	MBCO:Background	Background genes	PLEKHG1	
-1	MBCO:Background	Background genes	PLEKHG2	
-1	MBCO:Background	Background genes	PLEKHG4	
-1	MBCO:Background	Background genes	PLEKHG5	
-1	MBCO:Background	Background genes	PLEKHH2	
-1	MBCO:Background	Background genes	PLEKHM1	
-1	MBCO:Background	Background genes	PLEKHM3	
-1	MBCO:Background	Background genes	PLEKHO1	
-1	MBCO:Background	Background genes	PLF	
-1	MBCO:Background	Background genes	PLG	
-1	MBCO:Background	Background genes	PLIN1	
-1	MBCO:Background	Background genes	PLIN2	
-1	MBCO:Background	Background genes	PLIN3	
-1	MBCO:Background	Background genes	PLIN4	
-1	MBCO:Background	Background genes	PLIN5	
-1	MBCO:Background	Background genes	PLK1	
-1	MBCO:Background	Background genes	PLK2	
-1	MBCO:Background	Background genes	PLK3	
-1	MBCO:Background	Background genes	PLK4	
-1	MBCO:Background	Background genes	PLK5	
-1	MBCO:Background	Background genes	PLLP	
-1	MBCO:Background	Background genes	PLN	
-1	MBCO:Background	Background genes	PLOD1	
-1	MBCO:Background	Background genes	PLOD2	
-1	MBCO:Background	Background genes	PLOD3	
-1	MBCO:Background	Background genes	PLP1	
-1	MBCO:Background	Background genes	PLP2	
-1	MBCO:Background	Background genes	PLPP3	
-1	MBCO:Background	Background genes	PLPP6	
-1	MBCO:Background	Background genes	PLPPR3	
-1	MBCO:Background	Background genes	PLPPR4	
-1	MBCO:Background	Background genes	PLRG1	
-1	MBCO:Background	Background genes	PLS1	
-1	MBCO:Background	Background genes	PLS3	
-1	MBCO:Background	Background genes	PLSCR1	
-1	MBCO:Background	Background genes	PLSCR2	
-1	MBCO:Background	Background genes	PLSCR3	
-1	MBCO:Background	Background genes	PLSCR4	
-1	MBCO:Background	Background genes	PLTP	
-1	MBCO:Background	Background genes	PLVAP	
-1	MBCO:Background	Background genes	PLXDC1	
-1	MBCO:Background	Background genes	PLXDC2	
-1	MBCO:Background	Background genes	PLXNA1	
-1	MBCO:Background	Background genes	PLXNA2	
-1	MBCO:Background	Background genes	PLXNA3	
-1	MBCO:Background	Background genes	PLXNA4	
-1	MBCO:Background	Background genes	PLXNB1	
-1	MBCO:Background	Background genes	PLXNB2	
-1	MBCO:Background	Background genes	PLXNB3	
-1	MBCO:Background	Background genes	PLXNC1	
-1	MBCO:Background	Background genes	PLXND1	
-1	MBCO:Background	Background genes	PMAIP1	
-1	MBCO:Background	Background genes	PMCH	
-1	MBCO:Background	Background genes	PMEL	
-1	MBCO:Background	Background genes	PMEPA1	
-1	MBCO:Background	Background genes	PML	
-1	MBCO:Background	Background genes	PMM1	
-1	MBCO:Background	Background genes	PMM2	
-1	MBCO:Background	Background genes	PMP2	
-1	MBCO:Background	Background genes	PMP22	
-1	MBCO:Background	Background genes	PMPCA	
-1	MBCO:Background	Background genes	PMPCB	
-1	MBCO:Background	Background genes	PMS1	
-1	MBCO:Background	Background genes	PMS2	
-1	MBCO:Background	Background genes	PMS2P3	
-1	MBCO:Background	Background genes	PMS2P4	
-1	MBCO:Background	Background genes	PMS2P5	
-1	MBCO:Background	Background genes	PMVK	
-1	MBCO:Background	Background genes	PNKD	
-1	MBCO:Background	Background genes	PNKP	
-1	MBCO:Background	Background genes	PNLIP	
-1	MBCO:Background	Background genes	PNLIPRP1	
-1	MBCO:Background	Background genes	PNLIPRP2	
-1	MBCO:Background	Background genes	PNMA1	
-1	MBCO:Background	Background genes	PNMA2	
-1	MBCO:Background	Background genes	PNMA3	
-1	MBCO:Background	Background genes	PNMA6A	
-1	MBCO:Background	Background genes	PNMT	
-1	MBCO:Background	Background genes	PNN	
-1	MBCO:Background	Background genes	PNO1	
-1	MBCO:Background	Background genes	PNOC	
-1	MBCO:Background	Background genes	PNP	
-1	MBCO:Background	Background genes	PNP2	
-1	MBCO:Background	Background genes	PNPLA1	
-1	MBCO:Background	Background genes	PNPLA2	
-1	MBCO:Background	Background genes	PNPLA3	
-1	MBCO:Background	Background genes	PNPLA4	
-1	MBCO:Background	Background genes	PNPLA5	
-1	MBCO:Background	Background genes	PNPLA6	
-1	MBCO:Background	Background genes	PNPO	
-1	MBCO:Background	Background genes	PNPT1	
-1	MBCO:Background	Background genes	PNRC1	
-1	MBCO:Background	Background genes	PNRC2	
-1	MBCO:Background	Background genes	POC1A	
-1	MBCO:Background	Background genes	POC1B	
-1	MBCO:Background	Background genes	POC5	
-1	MBCO:Background	Background genes	PODN	
-1	MBCO:Background	Background genes	PODXL	
-1	MBCO:Background	Background genes	POF1B	
-1	MBCO:Background	Background genes	POFUT1	
-1	MBCO:Background	Background genes	POFUT2	
-1	MBCO:Background	Background genes	POGLUT1	
-1	MBCO:Background	Background genes	POGZ	
-1	MBCO:Background	Background genes	POLA1	
-1	MBCO:Background	Background genes	POLA2	
-1	MBCO:Background	Background genes	POLB	
-1	MBCO:Background	Background genes	POLD2	
-1	MBCO:Background	Background genes	POLD3	
-1	MBCO:Background	Background genes	POLDIP2	
-1	MBCO:Background	Background genes	POLDIP3	
-1	MBCO:Background	Background genes	POLE	
-1	MBCO:Background	Background genes	POLE2	
-1	MBCO:Background	Background genes	POLE3	
-1	MBCO:Background	Background genes	POLG	
-1	MBCO:Background	Background genes	POLG2	
-1	MBCO:Background	Background genes	POLH	
-1	MBCO:Background	Background genes	POLI	
-1	MBCO:Background	Background genes	POLK	
-1	MBCO:Background	Background genes	POLL	
-1	MBCO:Background	Background genes	POLM	
-1	MBCO:Background	Background genes	POLN	
-1	MBCO:Background	Background genes	POLQ	
-1	MBCO:Background	Background genes	POLR1A	
-1	MBCO:Background	Background genes	POLR1B	
-1	MBCO:Background	Background genes	POLR1C	
-1	MBCO:Background	Background genes	POLR1D	
-1	MBCO:Background	Background genes	POLR1E	
-1	MBCO:Background	Background genes	POLR2A	
-1	MBCO:Background	Background genes	POLR2B	
-1	MBCO:Background	Background genes	POLR2C	
-1	MBCO:Background	Background genes	POLR2E	
-1	MBCO:Background	Background genes	POLR2F	
-1	MBCO:Background	Background genes	POLR2G	
-1	MBCO:Background	Background genes	POLR2H	
-1	MBCO:Background	Background genes	POLR2I	
-1	MBCO:Background	Background genes	POLR2J	
-1	MBCO:Background	Background genes	POLR2K	
-1	MBCO:Background	Background genes	POLR2L	
-1	MBCO:Background	Background genes	POLR2M	
-1	MBCO:Background	Background genes	POLR3A	
-1	MBCO:Background	Background genes	POLR3B	
-1	MBCO:Background	Background genes	POLR3C	
-1	MBCO:Background	Background genes	POLR3D	
-1	MBCO:Background	Background genes	POLR3E	
-1	MBCO:Background	Background genes	POLR3F	
-1	MBCO:Background	Background genes	POLR3K	
-1	MBCO:Background	Background genes	POLRMT	
-1	MBCO:Background	Background genes	POMC	
-1	MBCO:Background	Background genes	POMGNT1	
-1	MBCO:Background	Background genes	POMGNT2	
-1	MBCO:Background	Background genes	POMK	
-1	MBCO:Background	Background genes	POMP	
-1	MBCO:Background	Background genes	POMT1	
-1	MBCO:Background	Background genes	POMT2	
-1	MBCO:Background	Background genes	PON1	
-1	MBCO:Background	Background genes	PON2	
-1	MBCO:Background	Background genes	PON3	
-1	MBCO:Background	Background genes	POP4	
-1	MBCO:Background	Background genes	POP5	
-1	MBCO:Background	Background genes	POPDC2	
-1	MBCO:Background	Background genes	POPDC3	
-1	MBCO:Background	Background genes	POR	
-1	MBCO:Background	Background genes	PORCN	
-1	MBCO:Background	Background genes	POSTN	
-1	MBCO:Background	Background genes	POT1A	
-1	MBCO:Background	Background genes	POU1F1	
-1	MBCO:Background	Background genes	POU2AF1	
-1	MBCO:Background	Background genes	POU2F1	
-1	MBCO:Background	Background genes	POU2F2	
-1	MBCO:Background	Background genes	POU2F3	
-1	MBCO:Background	Background genes	POU3F1	
-1	MBCO:Background	Background genes	POU3F2	
-1	MBCO:Background	Background genes	POU3F3	
-1	MBCO:Background	Background genes	POU3F4	
-1	MBCO:Background	Background genes	POU4F1	
-1	MBCO:Background	Background genes	POU4F2	
-1	MBCO:Background	Background genes	POU4F3	
-1	MBCO:Background	Background genes	POU5F1	
-1	MBCO:Background	Background genes	POU5F1B	
-1	MBCO:Background	Background genes	PPA1	
-1	MBCO:Background	Background genes	PPA2	
-1	MBCO:Background	Background genes	PPAN	
-1	MBCO:Background	Background genes	PPARA	
-1	MBCO:Background	Background genes	PPARD	
-1	MBCO:Background	Background genes	PPARG	
-1	MBCO:Background	Background genes	PPARGC1A	
-1	MBCO:Background	Background genes	PPARGC1B	
-1	MBCO:Background	Background genes	PPAT	
-1	MBCO:Background	Background genes	PPBP	
-1	MBCO:Background	Background genes	PPBPP1	
-1	MBCO:Background	Background genes	PPCS	
-1	MBCO:Background	Background genes	PPEF1	
-1	MBCO:Background	Background genes	PPEF2	
-1	MBCO:Background	Background genes	PPFIA1	
-1	MBCO:Background	Background genes	PPFIBP1	
-1	MBCO:Background	Background genes	PPFIBP2	
-1	MBCO:Background	Background genes	PPIA	
-1	MBCO:Background	Background genes	PPIB	
-1	MBCO:Background	Background genes	PPIC	
-1	MBCO:Background	Background genes	PPID	
-1	MBCO:Background	Background genes	PPIE	
-1	MBCO:Background	Background genes	PPIF	
-1	MBCO:Background	Background genes	PPIL1	
-1	MBCO:Background	Background genes	PPIL2	
-1	MBCO:Background	Background genes	PPIL3	
-1	MBCO:Background	Background genes	PPIP5K1	
-1	MBCO:Background	Background genes	PPIP5K2	
-1	MBCO:Background	Background genes	PPL	
-1	MBCO:Background	Background genes	PPM1A	
-1	MBCO:Background	Background genes	PPM1B	
-1	MBCO:Background	Background genes	PPM1D	
-1	MBCO:Background	Background genes	PPM1E	
-1	MBCO:Background	Background genes	PPM1F	
-1	MBCO:Background	Background genes	PPM1G	
-1	MBCO:Background	Background genes	PPM1H	
-1	MBCO:Background	Background genes	PPM1K	
-1	MBCO:Background	Background genes	PPM1L	
-1	MBCO:Background	Background genes	PPME1	
-1	MBCO:Background	Background genes	PPOX	
-1	MBCO:Background	Background genes	PPP1CA	
-1	MBCO:Background	Background genes	PPP1CB	
-1	MBCO:Background	Background genes	PPP1CCB	
-1	MBCO:Background	Background genes	PPP1R10	
-1	MBCO:Background	Background genes	PPP1R11	
-1	MBCO:Background	Background genes	PPP1R12A	
-1	MBCO:Background	Background genes	PPP1R12B	
-1	MBCO:Background	Background genes	PPP1R12C	
-1	MBCO:Background	Background genes	PPP1R13B	
-1	MBCO:Background	Background genes	PPP1R13L	
-1	MBCO:Background	Background genes	PPP1R14A	
-1	MBCO:Background	Background genes	PPP1R14B	
-1	MBCO:Background	Background genes	PPP1R15A	
-1	MBCO:Background	Background genes	PPP1R15B	
-1	MBCO:Background	Background genes	PPP1R16A	
-1	MBCO:Background	Background genes	PPP1R16B	
-1	MBCO:Background	Background genes	PPP1R18	
-1	MBCO:Background	Background genes	PPP1R1B	
-1	MBCO:Background	Background genes	PPP1R2	
-1	MBCO:Background	Background genes	PPP1R26P1	
-1	MBCO:Background	Background genes	PPP1R3A	
-1	MBCO:Background	Background genes	PPP1R3B	
-1	MBCO:Background	Background genes	PPP1R3C	
-1	MBCO:Background	Background genes	PPP1R3E	
-1	MBCO:Background	Background genes	PPP1R3F	
-1	MBCO:Background	Background genes	PPP1R3G	
-1	MBCO:Background	Background genes	PPP1R42	
-1	MBCO:Background	Background genes	PPP1R7	
-1	MBCO:Background	Background genes	PPP1R8	
-1	MBCO:Background	Background genes	PPP1R9A	
-1	MBCO:Background	Background genes	PPP1R9B	
-1	MBCO:Background	Background genes	PPP2CA	
-1	MBCO:Background	Background genes	PPP2CB	
-1	MBCO:Background	Background genes	PPP2R1A	
-1	MBCO:Background	Background genes	PPP2R1B	
-1	MBCO:Background	Background genes	PPP2R2A	
-1	MBCO:Background	Background genes	PPP2R2B	
-1	MBCO:Background	Background genes	PPP2R2C	
-1	MBCO:Background	Background genes	PPP2R2D	
-1	MBCO:Background	Background genes	PPP2R3A	
-1	MBCO:Background	Background genes	PPP2R3C	
-1	MBCO:Background	Background genes	PPP2R4	
-1	MBCO:Background	Background genes	PPP2R5A	
-1	MBCO:Background	Background genes	PPP2R5C	
-1	MBCO:Background	Background genes	PPP2R5D	
-1	MBCO:Background	Background genes	PPP2R5E	
-1	MBCO:Background	Background genes	PPP3CA	
-1	MBCO:Background	Background genes	PPP3CB	
-1	MBCO:Background	Background genes	PPP3CC	
-1	MBCO:Background	Background genes	PPP3R1	
-1	MBCO:Background	Background genes	PPP4C	
-1	MBCO:Background	Background genes	PPP4R1	
-1	MBCO:Background	Background genes	PPP4R2	
-1	MBCO:Background	Background genes	PPP4R3A	
-1	MBCO:Background	Background genes	PPP4R3B	
-1	MBCO:Background	Background genes	PPP4R4	
-1	MBCO:Background	Background genes	PPP5C	
-1	MBCO:Background	Background genes	PPP6C	
-1	MBCO:Background	Background genes	PPP6R1	
-1	MBCO:Background	Background genes	PPP6R2	
-1	MBCO:Background	Background genes	PPP6R3	
-1	MBCO:Background	Background genes	PPR2	
-1	MBCO:Background	Background genes	PPRC1	
-1	MBCO:Background	Background genes	PPT1	
-1	MBCO:Background	Background genes	PPWD1	
-1	MBCO:Background	Background genes	PPY	
-1	MBCO:Background	Background genes	PQBP1	
-1	MBCO:Background	Background genes	PQBP4	
-1	MBCO:Background	Background genes	PRAF2	
-1	MBCO:Background	Background genes	PRAM1	
-1	MBCO:Background	Background genes	PRAME	
-1	MBCO:Background	Background genes	PRAP1	
-1	MBCO:Background	Background genes	PRB1	
-1	MBCO:Background	Background genes	PRB2	
-1	MBCO:Background	Background genes	PRC1	
-1	MBCO:Background	Background genes	PRCC	
-1	MBCO:Background	Background genes	PRCD	
-1	MBCO:Background	Background genes	PRCP	
-1	MBCO:Background	Background genes	PRD	
-1	MBCO:Background	Background genes	PRDM1	
-1	MBCO:Background	Background genes	PRDM10	
-1	MBCO:Background	Background genes	PRDM12	
-1	MBCO:Background	Background genes	PRDM13	
-1	MBCO:Background	Background genes	PRDM14	
-1	MBCO:Background	Background genes	PRDM16	
-1	MBCO:Background	Background genes	PRDM2	
-1	MBCO:Background	Background genes	PRDM4	
-1	MBCO:Background	Background genes	PRDM5	
-1	MBCO:Background	Background genes	PRDM6	
-1	MBCO:Background	Background genes	PRDM9	
-1	MBCO:Background	Background genes	PRDX1	
-1	MBCO:Background	Background genes	PRDX2	
-1	MBCO:Background	Background genes	PRDX3	
-1	MBCO:Background	Background genes	PRDX4	
-1	MBCO:Background	Background genes	PRDX5	
-1	MBCO:Background	Background genes	PRDX6	
-1	MBCO:Background	Background genes	PREB	
-1	MBCO:Background	Background genes	PRELID1	
-1	MBCO:Background	Background genes	PRELP	
-1	MBCO:Background	Background genes	PREP	
-1	MBCO:Background	Background genes	PREPL	
-1	MBCO:Background	Background genes	PREX1	
-1	MBCO:Background	Background genes	PRF1	
-1	MBCO:Background	Background genes	PRG2	
-1	MBCO:Background	Background genes	PRG3	
-1	MBCO:Background	Background genes	PRG4	
-1	MBCO:Background	Background genes	PRICKLE1	
-1	MBCO:Background	Background genes	PRICKLE2	
-1	MBCO:Background	Background genes	PRIM1	
-1	MBCO:Background	Background genes	PRIM2	
-1	MBCO:Background	Background genes	PRIMA1	
-1	MBCO:Background	Background genes	PRIMPOL	
-1	MBCO:Background	Background genes	PRINS	
-1	MBCO:Background	Background genes	PRKAA1	
-1	MBCO:Background	Background genes	PRKAA2	
