ProcessLevel	ProcessID	ProcessName	Symbol	Parent_processName
3	MBCO:0000156	Acetylcholine-mediated control of postsynaptic potential	ACHE	Control of postsynaptic potential
3	MBCO:0000156	Acetylcholine-mediated control of postsynaptic potential	AGRN	Control of postsynaptic potential
3	MBCO:0000156	Acetylcholine-mediated control of postsynaptic potential	CHRNA1	Control of postsynaptic potential
3	MBCO:0000156	Acetylcholine-mediated control of postsynaptic potential	DOK7	Control of postsynaptic potential
3	MBCO:0000156	Acetylcholine-mediated control of postsynaptic potential	MUSK	Control of postsynaptic potential
3	MBCO:0000156	Acetylcholine-mediated control of postsynaptic potential	RAPSN	Control of postsynaptic potential
3	MBCO:0000156	Acetylcholine-mediated control of postsynaptic potential	UTRN	Control of postsynaptic potential
4	MBCO:0000670	Acidic keratin dynamics	KRT10	E_m_p_t_y
4	MBCO:0000670	Acidic keratin dynamics	KRT13	E_m_p_t_y
4	MBCO:0000670	Acidic keratin dynamics	KRT14	E_m_p_t_y
4	MBCO:0000670	Acidic keratin dynamics	KRT19	E_m_p_t_y
4	MBCO:0000671	Actin filament branching	ABI1	Actin filament nucleation and branching
4	MBCO:0000671	Actin filament branching	ABI2	E_m_p_t_y
4	MBCO:0000671	Actin filament branching	ARPC2	E_m_p_t_y
4	MBCO:0000671	Actin filament branching	ARPC3	E_m_p_t_y
4	MBCO:0000671	Actin filament branching	BRK1	E_m_p_t_y
4	MBCO:0000671	Actin filament branching	CYFIP1	E_m_p_t_y
4	MBCO:0000671	Actin filament branching	NCK1	E_m_p_t_y
4	MBCO:0000671	Actin filament branching	NCKAP1	E_m_p_t_y
4	MBCO:0000671	Actin filament branching	PARD6A	Actin filament nucleation and branching
4	MBCO:0000671	Actin filament branching	SNX9	E_m_p_t_y
4	MBCO:0000671	Actin filament branching	WAS	Actin filament nucleation and branching
4	MBCO:0000671	Actin filament branching	WASF1	Actin filament nucleation and branching
4	MBCO:0000671	Actin filament branching	WASF2	Actin filament nucleation and branching
4	MBCO:0000671	Actin filament branching	WASL	E_m_p_t_y
4	MBCO:0000671	Actin filament branching	WHAMM	E_m_p_t_y
4	MBCO:0000671	Actin filament branching	WIPF1	E_m_p_t_y
3	MBCO:0000157	Actin filament bundling and crosslinking	ACTN1	Actin filament dynamics
3	MBCO:0000157	Actin filament bundling and crosslinking	ACTN2	E_m_p_t_y
3	MBCO:0000157	Actin filament bundling and crosslinking	ACTN3	E_m_p_t_y
3	MBCO:0000157	Actin filament bundling and crosslinking	ACTN4	Actin filament dynamics
3	MBCO:0000157	Actin filament bundling and crosslinking	EPS8	Actin filament dynamics
3	MBCO:0000157	Actin filament bundling and crosslinking	ESPN	Actin filament dynamics
3	MBCO:0000157	Actin filament bundling and crosslinking	EZR	Actin filament dynamics
3	MBCO:0000157	Actin filament bundling and crosslinking	FHOD1	E_m_p_t_y
3	MBCO:0000157	Actin filament bundling and crosslinking	FLNA	Actin filament dynamics
3	MBCO:0000157	Actin filament bundling and crosslinking	FLNB	E_m_p_t_y
3	MBCO:0000157	Actin filament bundling and crosslinking	FSCN2	Actin filament dynamics
3	MBCO:0000157	Actin filament bundling and crosslinking	FSCN3	Actin filament dynamics
3	MBCO:0000157	Actin filament bundling and crosslinking	MSN	Actin filament dynamics
3	MBCO:0000157	Actin filament bundling and crosslinking	PLS1	Actin filament dynamics
3	MBCO:0000157	Actin filament bundling and crosslinking	PLS3	Actin filament dynamics
3	MBCO:0000157	Actin filament bundling and crosslinking	RAB35	Actin filament dynamics
3	MBCO:0000157	Actin filament bundling and crosslinking	RDX	Actin filament dynamics
3	MBCO:0000157	Actin filament bundling and crosslinking	SVIL	Actin filament dynamics
3	MBCO:0000157	Actin filament bundling and crosslinking	SYN1	Actin filament dynamics
3	MBCO:0000157	Actin filament bundling and crosslinking	SYNPO	Actin filament dynamics
3	MBCO:0000157	Actin filament bundling and crosslinking	SYNPO2	Actin filament dynamics
3	MBCO:0000157	Actin filament bundling and crosslinking	TAGLN	Actin filament dynamics
3	MBCO:0000157	Actin filament bundling and crosslinking	TRIO	Actin filament dynamics
3	MBCO:0000157	Actin filament bundling and crosslinking	TRIOBP	Actin filament dynamics
3	MBCO:0000157	Actin filament bundling and crosslinking	USH1C	Actin filament dynamics
3	MBCO:0000157	Actin filament bundling and crosslinking	VASP	Actin filament dynamics
3	MBCO:0000158	Actin filament capping	CAPZA1	Actin filament dynamics
3	MBCO:0000158	Actin filament capping	CAPZA2	Actin filament dynamics
3	MBCO:0000158	Actin filament capping	CAPZA3	Actin filament dynamics
3	MBCO:0000158	Actin filament capping	CAPZB	Actin filament dynamics
3	MBCO:0000158	Actin filament capping	CD2AP	Actin filament dynamics
3	MBCO:0000158	Actin filament capping	EPS8	Actin filament dynamics
3	MBCO:0000158	Actin filament capping	FHOD1	E_m_p_t_y
3	MBCO:0000158	Actin filament capping	LRRC16A	Actin filament dynamics
3	MBCO:0000158	Actin filament capping	MSN	Actin filament dynamics
3	MBCO:0000158	Actin filament capping	MTPN	Actin filament dynamics
3	MBCO:0000158	Actin filament capping	TMOD1	Actin filament dynamics
3	MBCO:0000158	Actin filament capping	TMOD2	Actin filament dynamics
3	MBCO:0000158	Actin filament capping	TMOD3	Actin filament dynamics
3	MBCO:0000158	Actin filament capping	TMOD4	Actin filament dynamics
4	MBCO:0000672	Actin filament depolymerization	CFL1	Actin filament severing and depolymerization
4	MBCO:0000672	Actin filament depolymerization	CFL2	Actin filament severing and depolymerization
4	MBCO:0000672	Actin filament depolymerization	DSTN	Actin filament severing and depolymerization
4	MBCO:0000672	Actin filament depolymerization	LIMA1	Actin filament severing and depolymerization
4	MBCO:0000672	Actin filament depolymerization	LIMK1	Actin filament severing and depolymerization
4	MBCO:0000672	Actin filament depolymerization	LIMK2	Actin filament severing and depolymerization
4	MBCO:0000672	Actin filament depolymerization	PDXP	E_m_p_t_y
4	MBCO:0000672	Actin filament depolymerization	SSH1	Actin filament severing and depolymerization
4	MBCO:0000672	Actin filament depolymerization	SSH2	Actin filament severing and depolymerization
4	MBCO:0000672	Actin filament depolymerization	TAGLN2	Actin filament severing and depolymerization
2	MBCO:0000031	Actin filament dynamics	ABI1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	ABI2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	ABL2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	ABRA	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	ACTA1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	ACTN1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	ACTN2	E_m_p_t_y
2	MBCO:0000031	Actin filament dynamics	ACTN3	E_m_p_t_y
2	MBCO:0000031	Actin filament dynamics	ACTN4	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	AFAP1L1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	AFAP1L2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	ARPC2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	ARPC3	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	BAIAP2L1	E_m_p_t_y
2	MBCO:0000031	Actin filament dynamics	BRK1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	CAPZA1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	CAPZA2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	CAPZA3	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	CAPZB	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	CD2AP	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	CDC42	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	CFL1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	CFL2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	COBL	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	CTTN	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	CYFIP1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	CYFIP2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	CYTH2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	DAAM1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	DIAPH1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	DIAPH2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	DMTN	E_m_p_t_y
2	MBCO:0000031	Actin filament dynamics	DOCK3	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	DSTN	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	ELMO1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	ENAH	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	EPS8	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	ESPN	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	EVL	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	EZR	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	FBLIM1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	FCHSD2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	FGD4	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	FHOD1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	FHOD3	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	FLNA	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	FLNB	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	FMN1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	FMN2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	FMNL1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	FMNL2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	FMNL3	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	FNBP1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	FSCN1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	FSCN2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	FSCN3	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	FYB	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	GAS7	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	GSN	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	GYPC	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	HSPA8	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	HSPB1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	INF2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	IQGAP1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	IRGM2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	JMY	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	KANK1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	KIRREL	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	LIMA1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	LIMK1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	LIMK2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	LMOD2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	LRRC16A	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	MAL2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	MSN	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	MTPN	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	MTSS1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	MYH11	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	MYH14	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	MYL9	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	MYLK	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	MYO1B	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	MYO5A	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	MYO6	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	MYO9B	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	NCK1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	NCKAP1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	NCKIPSD	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	PARD6A	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	PDLIM3	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	PDLIM5	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	PDXP	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	PFN1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	PFN2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	PIKFYVE	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	PLEKHG2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	PLS1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	PLS3	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	RAB35	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	RAC2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	RDX	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	RND1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	ROCK1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	ROCK2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	S100A6	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	SCIN	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	SH3KBP1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	SNX9	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	SPIRE1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	SPIRE2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	SSH1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	SSH2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	SVIL	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	SYN1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	SYNPO	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	SYNPO2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	TAGLN	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	TAGLN2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	TLN1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	TLN2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	TMOD1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	TMOD2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	TMOD3	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	TMOD4	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	TMSB10	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	TPM2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	TPM3	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	TRIO	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	TRIOBP	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	USH1C	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	VASP	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	VAV1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	VAV3	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	VPS13A	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	WAS	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	WASF1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	WASF2	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	WASF3	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	WASL	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	WDR1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	WHAMM	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	WIPF1	Cytoskeleton dynamics
2	MBCO:0000031	Actin filament dynamics	ZYX	Cytoskeleton dynamics
4	MBCO:0000673	Actin filament minus end capping	TMOD1	Actin filament capping
4	MBCO:0000673	Actin filament minus end capping	TMOD2	Actin filament capping
4	MBCO:0000673	Actin filament minus end capping	TMOD3	Actin filament capping
4	MBCO:0000673	Actin filament minus end capping	TMOD4	Actin filament capping
4	MBCO:0000674	Actin filament nucleation	COBL	Actin filament nucleation and branching
4	MBCO:0000674	Actin filament nucleation	DAAM1	Actin filament nucleation and branching
4	MBCO:0000674	Actin filament nucleation	FMN1	Actin filament nucleation and branching
4	MBCO:0000674	Actin filament nucleation	FMN2	Actin filament nucleation and branching
4	MBCO:0000674	Actin filament nucleation	FMNL1	Actin filament nucleation and branching
4	MBCO:0000674	Actin filament nucleation	JMY	Actin filament nucleation and branching
4	MBCO:0000674	Actin filament nucleation	SPIRE1	Actin filament nucleation and branching
4	MBCO:0000674	Actin filament nucleation	SPIRE2	Actin filament nucleation and branching
3	MBCO:0000159	Actin filament nucleation and branching	ABI1	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	ABI2	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	ARPC2	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	ARPC3	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	BRK1	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	COBL	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	CTTN	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	CYFIP1	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	DAAM1	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	FHOD1	E_m_p_t_y
3	MBCO:0000159	Actin filament nucleation and branching	FMN1	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	FMN2	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	FMNL1	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	JMY	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	NCK1	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	NCKAP1	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	PARD6A	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	SNX9	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	SPIRE1	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	SPIRE2	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	WAS	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	WASF1	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	WASF2	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	WASL	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	WHAMM	Actin filament dynamics
3	MBCO:0000159	Actin filament nucleation and branching	WIPF1	Actin filament dynamics
4	MBCO:0000675	Actin filament plus end capping	CAPZA3	Actin filament capping
4	MBCO:0000675	Actin filament plus end capping	EPS8	Actin filament capping
4	MBCO:0000675	Actin filament plus end capping	LRRC16A	Actin filament capping
4	MBCO:0000675	Actin filament plus end capping	MTPN	Actin filament capping
4	MBCO:0000676	Actin filament severing	GSN	Actin filament severing and depolymerization
4	MBCO:0000676	Actin filament severing	SCIN	Actin filament severing and depolymerization
4	MBCO:0000676	Actin filament severing	WDR1	E_m_p_t_y
3	MBCO:0000160	Actin filament severing and depolymerization	CFL1	Actin filament dynamics
3	MBCO:0000160	Actin filament severing and depolymerization	CFL2	Actin filament dynamics
3	MBCO:0000160	Actin filament severing and depolymerization	DSTN	Actin filament dynamics
3	MBCO:0000160	Actin filament severing and depolymerization	GSN	Actin filament dynamics
3	MBCO:0000160	Actin filament severing and depolymerization	LIMA1	Actin filament dynamics
3	MBCO:0000160	Actin filament severing and depolymerization	LIMK1	Actin filament dynamics
3	MBCO:0000160	Actin filament severing and depolymerization	LIMK2	Actin filament dynamics
3	MBCO:0000160	Actin filament severing and depolymerization	PDXP	Actin filament dynamics
3	MBCO:0000160	Actin filament severing and depolymerization	SCIN	Actin filament dynamics
3	MBCO:0000160	Actin filament severing and depolymerization	SSH1	Actin filament dynamics
3	MBCO:0000160	Actin filament severing and depolymerization	SSH2	Actin filament dynamics
3	MBCO:0000160	Actin filament severing and depolymerization	TAGLN2	Actin filament dynamics
3	MBCO:0000160	Actin filament severing and depolymerization	WDR1	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	ABI1	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	ABRA	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	ACTA1	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	BRK1	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	CTTN	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	CYFIP2	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	CYTH2	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	DAAM1	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	DIAPH1	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	DOCK3	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	ELMO1	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	ENAH	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	EVL	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	FBLIM1	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	FCHSD2	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	FHOD3	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	FMNL2	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	FNBP1	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	GAS7	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	GYPC	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	HSPB1	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	INF2	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	IRGM2	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	KANK1	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	KIRREL	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	MAL2	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	MSN	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	NCKIPSD	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	PFN1	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	PFN2	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	PIKFYVE	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	PLEKHG2	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	RAC2	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	ROCK2	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	SNX9	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	TMSB10	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	VASP	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	VAV1	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	VAV3	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	VPS13A	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	WASF2	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	WASF3	Actin filament dynamics
3	MBCO:0000161	Actin polymerization	WIPF1	Actin filament dynamics
3	MBCO:0000162	Activin receptor signaling	ACVR1	TGF-beta superfamily signaling
3	MBCO:0000162	Activin receptor signaling	ACVR1B	TGF-beta superfamily signaling
3	MBCO:0000162	Activin receptor signaling	ACVR1C	TGF-beta superfamily signaling
3	MBCO:0000162	Activin receptor signaling	ACVR2A	TGF-beta superfamily signaling
3	MBCO:0000162	Activin receptor signaling	ACVR2B	TGF-beta superfamily signaling
3	MBCO:0000162	Activin receptor signaling	ACVRL1	TGF-beta superfamily signaling
3	MBCO:0000162	Activin receptor signaling	BMP3	TGF-beta superfamily signaling
3	MBCO:0000162	Activin receptor signaling	MSTN	TGF-beta superfamily signaling
3	MBCO:0000162	Activin receptor signaling	SMAD2	TGF-beta superfamily signaling
3	MBCO:0000162	Activin receptor signaling	SMAD9	TGF-beta superfamily signaling
3	MBCO:0000162	Activin receptor signaling	SYNJ2BP	TGF-beta superfamily signaling
3	MBCO:0000162	Activin receptor signaling	TLX2	TGF-beta superfamily signaling
3	MBCO:0000163	Acute-phase response	APCS	Blood protein dynamics
3	MBCO:0000163	Acute-phase response	HP	Blood protein dynamics
3	MBCO:0000163	Acute-phase response	LBP	E_m_p_t_y
3	MBCO:0000163	Acute-phase response	ORM1	Blood protein dynamics
3	MBCO:0000163	Acute-phase response	ORM2	Blood protein dynamics
3	MBCO:0000163	Acute-phase response	SAA1	Blood protein dynamics
3	MBCO:0000163	Acute-phase response	SAA2	Blood protein dynamics
3	MBCO:0000163	Acute-phase response	SERPINA1A	Blood protein dynamics
3	MBCO:0000163	Acute-phase response	SERPINA1B	Blood protein dynamics
3	MBCO:0000163	Acute-phase response	SERPINA1C	Blood protein dynamics
3	MBCO:0000163	Acute-phase response	SERPINA1D	Blood protein dynamics
3	MBCO:0000163	Acute-phase response	SERPINA1E	Blood protein dynamics
3	MBCO:0000163	Acute-phase response	TTR	Blood protein dynamics
3	MBCO:0000164	Adenylyl cyclase signaling pathway	ADCY1	Intracellular common signaling cascades of multiple pathways
3	MBCO:0000164	Adenylyl cyclase signaling pathway	ADCY10	Intracellular common signaling cascades of multiple pathways
3	MBCO:0000164	Adenylyl cyclase signaling pathway	ADCY3	Intracellular common signaling cascades of multiple pathways
3	MBCO:0000164	Adenylyl cyclase signaling pathway	ADCY5	Intracellular common signaling cascades of multiple pathways
3	MBCO:0000164	Adenylyl cyclase signaling pathway	ADCY6	Intracellular common signaling cascades of multiple pathways
3	MBCO:0000164	Adenylyl cyclase signaling pathway	ADCY7	Intracellular common signaling cascades of multiple pathways
3	MBCO:0000164	Adenylyl cyclase signaling pathway	ADCY8	Intracellular common signaling cascades of multiple pathways
3	MBCO:0000164	Adenylyl cyclase signaling pathway	ADCY9	Intracellular common signaling cascades of multiple pathways
3	MBCO:0000164	Adenylyl cyclase signaling pathway	AKAP5	Intracellular common signaling cascades of multiple pathways
3	MBCO:0000164	Adenylyl cyclase signaling pathway	PDE3A	Intracellular common signaling cascades of multiple pathways
