Integration_group	Dataset_name	Time point	Time unit	Dataset_color	NCBI_official_gene_symbol	Minus_log10_pval_or_adj_pval	Significance_value_type	Log2_fold_change
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	1600012H06RIK	8.71163675227942	Minus_log10_adjusted_pvalue	-0.786494374275208
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	1700030C12RIK	3.28421970474454	Minus_log10_adjusted_pvalue	1.4093953371048
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	1810021B22RIK	7.41363328157953	Minus_log10_adjusted_pvalue	1.8125855922699
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	2410124H12RIK	1.96542767785639	Minus_log10_adjusted_pvalue	-1.02798020839691
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	3010001F23RIK	4.62920574509628	Minus_log10_adjusted_pvalue	1.02551102638245
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	4930405O22RIK	9.97898445089348	Minus_log10_adjusted_pvalue	-1.96905422210693
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	4933431E20RIK	9.71442918965948	Minus_log10_adjusted_pvalue	0.987867772579193
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	9430038I01RIK	4.50786426408874	Minus_log10_adjusted_pvalue	0.687149465084076
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	9530077C05RIK	6.41180787740019	Minus_log10_adjusted_pvalue	-0.933271884918213
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	A430078I02RIK	3.98355587147219	Minus_log10_adjusted_pvalue	-0.629979252815247
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	A730032A03RIK	9.59030351250383	Minus_log10_adjusted_pvalue	-0.827023804187775
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	ABCA1	2.12879671600986	Minus_log10_adjusted_pvalue	-0.817749798297882
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	ABI3	4.22841766002556	Minus_log10_adjusted_pvalue	-0.66711962223053
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	ABRACL	3.67345933195141	Minus_log10_adjusted_pvalue	-0.595590949058533
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	ACYP2	2.57234352484487	Minus_log10_adjusted_pvalue	-0.634224653244019
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	ADI1	5.82125319002896	Minus_log10_adjusted_pvalue	-0.586206674575806
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	AGBL4	2.59313805362871	Minus_log10_adjusted_pvalue	1.60797822475433
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	AHSG	1.6034885516045	Minus_log10_adjusted_pvalue	-0.692135632038116
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	AIRE	5.44491765361152	Minus_log10_adjusted_pvalue	1.56888449192047
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	AKIP1	1.38987984437024	Minus_log10_adjusted_pvalue	-1.29909312725067
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	ANKHD1	∞	Minus_log10_adjusted_pvalue	-0.84724897146225
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	ANKRD29	1.62187657421624	Minus_log10_adjusted_pvalue	-0.796705186367035
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	ANXA9	∞	Minus_log10_adjusted_pvalue	1.51447808742523
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	ARC	10.2774137902344	Minus_log10_adjusted_pvalue	0.631623566150665
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	ARPP21	7.69990691595041	Minus_log10_adjusted_pvalue	-1.14732110500336
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	ATP11C	∞	Minus_log10_adjusted_pvalue	-1.16449880599976
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	ATP5K	13.2141678049334	Minus_log10_adjusted_pvalue	-1.06391847133636
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	ATP6V1C2	3.25941155875521	Minus_log10_adjusted_pvalue	1.57151556015015
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	ATXN3	2.79690454050237	Minus_log10_adjusted_pvalue	-0.678702890872955
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	BATF2	10.4110138430555	Minus_log10_adjusted_pvalue	-2.00742864608765
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	BBS12	∞	Minus_log10_adjusted_pvalue	1.59401857852936
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	BC028528	2.3399726195271	Minus_log10_adjusted_pvalue	-0.628514885902405
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	BC049762	3.7735650725849	Minus_log10_adjusted_pvalue	1.42237198352814
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	BC065397	2.85809578116433	Minus_log10_adjusted_pvalue	-0.717366278171539
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	BMF	12.5716788695613	Minus_log10_adjusted_pvalue	1.53430366516113
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	BRICD5	6.99732430729976	Minus_log10_adjusted_pvalue	1.71137750148773
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	CACNB2	2.64482443646784	Minus_log10_adjusted_pvalue	1.86026787757874
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	CAMTA1	1.62866057254569	Minus_log10_adjusted_pvalue	0.741735875606537
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	CASC1	9.3957782768641	Minus_log10_adjusted_pvalue	-2.45034313201904
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	CCDC103	1.65218423254897	Minus_log10_adjusted_pvalue	0.597498714923859
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	CCDC24	∞	Minus_log10_adjusted_pvalue	1.37346363067627
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	CCDC34OS	2.1665564577064	Minus_log10_adjusted_pvalue	-0.595284998416901
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	CCDC80	3.22425633049324	Minus_log10_adjusted_pvalue	-1.47357249259949
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	CDH18	2.17125570104785	Minus_log10_adjusted_pvalue	0.930580258369446
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	CEP295NL	4.58683438741146	Minus_log10_adjusted_pvalue	-0.62842059135437
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	CEP85L	3.87174293507054	Minus_log10_adjusted_pvalue	-0.978683471679688
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	CFAP53	7.41977774900014	Minus_log10_adjusted_pvalue	-1.76666212081909
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	CGN	5.90842799724963	Minus_log10_adjusted_pvalue	-0.713805496692657
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	CHN1	5.06922206474365	Minus_log10_adjusted_pvalue	-0.625456869602203
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	CHRD	6.4559704063497	Minus_log10_adjusted_pvalue	1.25075554847717
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	CNTF	1.43106175729006	Minus_log10_adjusted_pvalue	-0.651693284511566
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	COL22A1	2.09345540294483	Minus_log10_adjusted_pvalue	0.589532613754272
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	COL9A3	3.98201141928925	Minus_log10_adjusted_pvalue	1.24133408069611
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	COQ8A	5.18010417313102	Minus_log10_adjusted_pvalue	-0.643078088760376
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	CPSF4L	1.34211461118929	Minus_log10_adjusted_pvalue	1.28332662582397
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	CYB561A3	∞	Minus_log10_adjusted_pvalue	-1.2155669927597
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	CYP2T4	9.6924098431687	Minus_log10_adjusted_pvalue	1.03606009483337
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	CYSRT1	2.74492298316148	Minus_log10_adjusted_pvalue	-0.808922529220581
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	D630013N20RIK	7.24718740383491	Minus_log10_adjusted_pvalue	1.37429916858673
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	DGLUCY	5.66124874181351	Minus_log10_adjusted_pvalue	0.609924137592316
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	DOC2A	4.46477300823729	Minus_log10_adjusted_pvalue	0.897100925445557
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	DOCK2	∞	Minus_log10_adjusted_pvalue	-0.904880225658417
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	DRAM2	4.15016186609931	Minus_log10_adjusted_pvalue	0.597954213619232
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	DUSP4	2.65455567860602	Minus_log10_adjusted_pvalue	0.623882591724396
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	DUSP6	3.60763724933669	Minus_log10_adjusted_pvalue	0.647386610507965
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	DYNLT5	13.5124756102739	Minus_log10_adjusted_pvalue	2.17003846168518
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	E130218I03RIK	6.11309660067167	Minus_log10_adjusted_pvalue	-0.836958944797516
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	E130307A14RIK	4.50413108489531	Minus_log10_adjusted_pvalue	-0.66093647480011
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	EGR1	∞	Minus_log10_adjusted_pvalue	0.967174768447876
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	EGR2	4.13595134021836	Minus_log10_adjusted_pvalue	1.13970494270325
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	EGR3	9.11957744933916	Minus_log10_adjusted_pvalue	1.4971034526825
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	ELK4	∞	Minus_log10_adjusted_pvalue	1.21942818164825
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	EOGT	3.47137248339757	Minus_log10_adjusted_pvalue	-0.854670763015747
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	FAM171A2	2.85681337412046	Minus_log10_adjusted_pvalue	-0.758356630802155
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	FAM219AOS	4.29048752317075	Minus_log10_adjusted_pvalue	0.755811393260956
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	FANCC	∞	Minus_log10_adjusted_pvalue	-0.863294184207916
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	FCOR	1.96892696409013	Minus_log10_adjusted_pvalue	-0.719430863857269
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	FHIT	6.34670354391349	Minus_log10_adjusted_pvalue	-1.18477582931519
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	FRS3	4.69453685303803	Minus_log10_adjusted_pvalue	-0.709272682666779
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	FSTL3	8.47299815980519	Minus_log10_adjusted_pvalue	0.722504794597626
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	FXYD3	8.34499800728912	Minus_log10_adjusted_pvalue	-1.57491683959961
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	FYCO1	∞	Minus_log10_adjusted_pvalue	-1.08438217639923
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GATA4	∞	Minus_log10_adjusted_pvalue	-0.791793942451477
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GFAP	1.42393522209163	Minus_log10_adjusted_pvalue	-0.812685072422028
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	GGT1	3.84370530083023	Minus_log10_adjusted_pvalue	1.04155910015106
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GLMN	3.46790329749077	Minus_log10_adjusted_pvalue	-0.675807356834412
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GLOD4	∞	Minus_log10_adjusted_pvalue	-0.754324018955231
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM10163	6.38714306921705	Minus_log10_adjusted_pvalue	-0.705484807491302
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM10263	4.72136983860729	Minus_log10_adjusted_pvalue	-0.666249930858612
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM11100	23.3466205742129	Minus_log10_adjusted_pvalue	-2.03984022140503
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM12389	7.25548170300339	Minus_log10_adjusted_pvalue	-0.919431626796722
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM14780	4.87023277963555	Minus_log10_adjusted_pvalue	-0.599628269672394
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM16364	∞	Minus_log10_adjusted_pvalue	-3.14450812339783
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM16570	2.66223335256172	Minus_log10_adjusted_pvalue	-1.10858201980591
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM22042	6.03807182072074	Minus_log10_adjusted_pvalue	-1.31238043308258
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	GM22358	∞	Minus_log10_adjusted_pvalue	0.99018520116806
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM22422	2.12237758910047	Minus_log10_adjusted_pvalue	-0.914748966693878
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM22767	1.85094108971406	Minus_log10_adjusted_pvalue	-0.906420409679413
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM23105	1.3854338982024	Minus_log10_adjusted_pvalue	-2.89006924629211
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM23238	7.90638573608062	Minus_log10_adjusted_pvalue	-1.28224718570709
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM23245	10.4733222205833	Minus_log10_adjusted_pvalue	-1.68232595920563
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM24289	1.40496367682884	Minus_log10_adjusted_pvalue	-2.9213695526123
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM24616	6.09168122801072	Minus_log10_adjusted_pvalue	-1.64999425411224
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM25117	3.33857730545781	Minus_log10_adjusted_pvalue	-0.917232930660248
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM25184	3.61867370103584	Minus_log10_adjusted_pvalue	-1.09383499622345
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM25776	3.9972768571844	Minus_log10_adjusted_pvalue	-2.21515512466431
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM25791	3.28745551886407	Minus_log10_adjusted_pvalue	-1.4669371843338
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM26130	1.43519550117529	Minus_log10_adjusted_pvalue	-1.68277680873871
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	GM26205	1.37288209729344	Minus_log10_adjusted_pvalue	0.84727942943573
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM26397	∞	Minus_log10_adjusted_pvalue	-1.52668988704681
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM26441	∞	Minus_log10_adjusted_pvalue	-1.18728005886078
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM26447	12.3876665717985	Minus_log10_adjusted_pvalue	-1.57408714294434
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM3940	4.62529381445025	Minus_log10_adjusted_pvalue	-1.33720481395721
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM41341	5.22893385051976	Minus_log10_adjusted_pvalue	-0.754552483558655
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM45929	7.0471325228237	Minus_log10_adjusted_pvalue	-0.669060409069061
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM6285	10.3372572788779	Minus_log10_adjusted_pvalue	-0.92674195766449
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	GM6630	20.8142794006099	Minus_log10_adjusted_pvalue	1.95280694961548
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM6903	3.85395574351251	Minus_log10_adjusted_pvalue	-0.623162508010864
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	GM6982	5.2829114503635	Minus_log10_adjusted_pvalue	0.802840173244476
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GM8839	5.88686252316691	Minus_log10_adjusted_pvalue	-0.62533563375473
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GNMT	2.75397684413185	Minus_log10_adjusted_pvalue	-0.839592754840851
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GPR137C	1.31919236296628	Minus_log10_adjusted_pvalue	-0.772271573543549
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GPR155	2.19505206157137	Minus_log10_adjusted_pvalue	-0.684991598129272
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GPR68	9.39595438804376	Minus_log10_adjusted_pvalue	-0.751891732215881
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GRTP1	∞	Minus_log10_adjusted_pvalue	-1.94100415706635
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	GSTM6	2.19858806305613	Minus_log10_adjusted_pvalue	2.00676703453064
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	GTF2IRD2	∞	Minus_log10_adjusted_pvalue	-1.68618059158325
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H1F1	10.003707734254	Minus_log10_adjusted_pvalue	-1.03747010231018
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H1F3	7.07736483273272	Minus_log10_adjusted_pvalue	-0.667779266834259
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H1F4	5.90186871374994	Minus_log10_adjusted_pvalue	-0.774247407913208
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H1F5	11.9312910823959	Minus_log10_adjusted_pvalue	-1.14542162418365
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H2AC18	8.82616423132922	Minus_log10_adjusted_pvalue	-0.992016494274139
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H2AC19	12.8216216880123	Minus_log10_adjusted_pvalue	-1.2432873249054
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H2AC20	6.69171737526709	Minus_log10_adjusted_pvalue	-0.88161826133728
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H2BC11	2.81352678364929	Minus_log10_adjusted_pvalue	-0.648710370063782
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H2BC12	4.02066701489309	Minus_log10_adjusted_pvalue	-0.732639908790588
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H2BC22	1.66882383158823	Minus_log10_adjusted_pvalue	-0.791451394557953
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H2BC23	2.02966055652924	Minus_log10_adjusted_pvalue	-0.636665403842926
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H2BC24	3.96280466964892	Minus_log10_adjusted_pvalue	-0.627467811107635
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H2BC3	4.9753050172456	Minus_log10_adjusted_pvalue	-0.848467290401459
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H2BC7	2.96356673010027	Minus_log10_adjusted_pvalue	-0.670255541801453
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H2BU1-PS	1.92579814804844	Minus_log10_adjusted_pvalue	-0.670421540737152
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H2-Q6	2.00828495302645	Minus_log10_adjusted_pvalue	-0.591626465320587
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H3C1	6.1092739049785	Minus_log10_adjusted_pvalue	-0.887910664081573
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H3C2	5.32989709367156	Minus_log10_adjusted_pvalue	-0.780931353569031
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H3C3	7.51104902326703	Minus_log10_adjusted_pvalue	-0.917138397693634
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H4C1	4.89346913390693	Minus_log10_adjusted_pvalue	-0.780638515949249
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H4C11	5.00719514856687	Minus_log10_adjusted_pvalue	-0.790881812572479
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H4C12	7.65000408720263	Minus_log10_adjusted_pvalue	-1.04650592803955
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H4C17	6.72090138870702	Minus_log10_adjusted_pvalue	-0.936544835567474
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H4C18	10.2433334799368	Minus_log10_adjusted_pvalue	-1.09994995594025
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H4C2	5.60433468408187	Minus_log10_adjusted_pvalue	-0.854434132575989
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H4C3	6.48102831632445	Minus_log10_adjusted_pvalue	-0.941213369369507
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H4C4	∞	Minus_log10_adjusted_pvalue	-1.26040732860565
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H4C6	3.53086457225502	Minus_log10_adjusted_pvalue	-0.742533147335052
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H4C8	6.33488450230574	Minus_log10_adjusted_pvalue	-0.871604561805725
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	H4C9	2.5569358030329	Minus_log10_adjusted_pvalue	-0.609807431697845
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	HNF4A	1.88695623602049	Minus_log10_adjusted_pvalue	0.707139849662781
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	IMMP2L	2.124549795104	Minus_log10_adjusted_pvalue	-0.767636775970459
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	INSYN2B	6.92038830133809	Minus_log10_adjusted_pvalue	0.599130570888519
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	IRAK3	6.92178978762554	Minus_log10_adjusted_pvalue	-0.745362758636475
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	IRF7	2.19876304508039	Minus_log10_adjusted_pvalue	0.93513822555542
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	KBTBD8	2.15277664776432	Minus_log10_adjusted_pvalue	-0.743256747722626
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	LARS2	∞	Minus_log10_adjusted_pvalue	-1.35140526294708
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	LATS2	5.58092528278958	Minus_log10_adjusted_pvalue	1.5703991651535
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	LGI4	2.33291892405295	Minus_log10_adjusted_pvalue	1.11148512363434
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	LNX1	6.90780938405981	Minus_log10_adjusted_pvalue	-0.625174462795258
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	LPIN3	6.62691688715831	Minus_log10_adjusted_pvalue	1.27163887023926
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	LRRC57	4.88635405922875	Minus_log10_adjusted_pvalue	-0.640688359737396
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	LRRC69	11.6459703396989	Minus_log10_adjusted_pvalue	2.4643886089325
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	LSM6	∞	Minus_log10_adjusted_pvalue	-0.940515100955963
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	LZTFL1	4.49213468811204	Minus_log10_adjusted_pvalue	0.817270219326019
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	MAGEB18	11.3045726024352	Minus_log10_adjusted_pvalue	-1.01407670974731
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	MAMDC4	4.53443275418034	Minus_log10_adjusted_pvalue	0.615984380245209
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	MAPK1IP1	8.09159433682676	Minus_log10_adjusted_pvalue	0.702446103096008
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	MAPKAPK5	∞	Minus_log10_adjusted_pvalue	-0.704207956790924
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	MAST4	3.91630751851271	Minus_log10_adjusted_pvalue	-0.900362908840179
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	MCTP1	1.90414747917717	Minus_log10_adjusted_pvalue	-0.780181407928467
HU210 minfc1.5-Up	HU210 minfc1.5	2	hrs	Gold	MDK	8.16195668006397	Minus_log10_adjusted_pvalue	0.947538733482361
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	MEF2B	7.0471325228237	Minus_log10_adjusted_pvalue	-0.766036927700043
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	METTL23	∞	Minus_log10_adjusted_pvalue	-1.19928014278412
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	MID1	∞	Minus_log10_adjusted_pvalue	-2.50373077392578
HU210 minfc1.5-Down	HU210 minfc1.5	2	hrs	DarkOrange	MIF4GD	∞	Minus_log10_adjusted_pvalue	-1.08266055583954
